,node_area,min_traveltime
307,483,31.870454370018106
308,484,26.27761650754739
309,485,39.756041723228215
310,486,44.533537822186155
311,488,9.177115816882672
312,489,57.333738567236644
313,490,8.856902248946225
314,491,15.586567630593688
315,493,22.940264642673053
316,494,43.8969038267453
317,496,25.088051672986477
318,497,56.450767804833404
319,498,25.73702554822084
320,499,55.60835826193764
321,502,12.135783459285935
322,504,54.5150577284571
323,505,39.1435510108957
324,506,30.69207802180968
325,508,55.64228615302479
326,509,33.588398811770766
327,513,53.32500805965888
328,514,46.13529504511837
329,515,15.513406741531716
330,517,26.25713323162172
331,520,33.07568531964531
332,521,18.08885884860902
333,523,34.88464890583245
334,525,36.225995274171204
335,529,23.69566075990315
336,531,18.073660792101887
337,532,23.30874213035557
338,534,10.846169103431263
339,536,54.746332153957894
340,537,49.043344152872905
341,540,12.719528064281805
342,541,34.030990987401765
343,542,34.67623500340316
344,543,6.080420920688709
345,544,23.826293696528897
346,547,40.45882982514717
347,549,32.91168160292934
348,552,20.06341670062718
349,553,33.17118850906404
350,554,12.015974044565567
351,555,33.78550786097392
352,558,33.647964450640245
353,561,2.316605181408419
354,562,18.00955350160752
355,564,53.836941897738456
356,566,12.126269434792096
357,567,45.17333164675738
358,571,23.058408159615432
359,572,54.89523677309239
360,574,32.81351758701941
361,576,50.66418987411786
362,578,56.09490766855946
363,579,45.069901968744716
364,581,11.395810158557572
365,582,27.489602878433928
366,583,36.33364736046745
367,584,40.64438116604529
368,585,8.428855038583352
369,586,25.341028237419643
370,587,25.24552448361907
371,590,30.57526473851992
372,592,33.50215438238198
373,593,38.101506075871356
374,594,22.72292981488798
375,595,48.64464324984261
376,596,51.475503606630404
377,598,8.103721724641067
378,599,56.51031284477735
379,600,46.1487976252882
380,601,26.27552724460326
381,604,8.938083880694832
382,605,15.898647009406119
383,607,53.303697934362404
384,609,47.328484484961926
385,614,51.67646428432129
386,615,43.06825344254599
387,616,38.3603471538387
388,617,1.9695362377569698
389,618,56.95811085511393
390,620,37.15773395644194
391,622,40.161302597265774
392,623,41.35861243568913
393,626,41.27593722614349
394,627,40.612568585745
395,628,44.05874718385461
396,629,15.802558282944734
397,632,31.1920553820394
398,633,31.432428652276826
399,636,40.922866172589174
400,637,42.49898640231859
401,638,48.88734037955562
402,639,37.54763379812875
403,640,15.527041809330536
404,641,43.540734423720764
405,643,49.448387980511285
406,644,19.087515670048486
407,647,13.482723493353898
408,650,39.81602445963878
409,651,53.245860757931574
410,653,26.871211536927085
411,654,29.769135211899496
412,655,58.702271219162476
413,657,21.994268878760003
414,658,45.59564302319624
415,659,23.272111169723694
416,661,10.387371461436727
417,662,30.39713350109125
418,663,45.565722604644385
419,665,15.132397707104275
420,666,57.6641298248141
421,668,58.17145638848813
422,669,31.800433358418612
423,674,42.48548885321194
424,675,17.764837885471746
425,676,35.40832912119219
426,677,45.44438035913746
427,678,16.6285233456098
428,679,55.73478456049966
429,680,32.71125369219669
430,681,7.941192232358731
431,684,41.18657878576745
432,686,36.75520170451462
433,689,53.078011282243935
434,690,18.07750572330969
435,691,31.045075590773806
436,693,39.68598751048437
437,695,39.97516056666767
438,696,26.304654619814247
439,697,59.261081891468585
440,698,37.21751011983121
441,700,31.511233885858232
442,701,2.547184706183234
443,703,35.44265070061669
444,704,42.60050698886375
445,706,33.13251737576857
446,708,47.289643364267064
447,709,49.14137626383421
448,712,15.669620873986696
449,713,44.73325147144056
450,714,35.834730650456656
451,715,44.46953203044113
452,716,32.41713348019534
453,717,28.29019084280918
454,718,14.955883787528672
455,721,52.412247096993845
456,724,28.119899896229445
457,726,5.230330060932376
458,727,53.76404511121868
459,728,59.7989282854946
460,729,15.984431905555748
461,730,52.96278255059159
462,731,35.350780301251135
463,732,49.278728465903455
464,733,30.302428394940854
465,735,38.56236949390432
466,737,10.605424371274472
467,738,17.53507776666409
468,739,26.115801433384966
469,741,45.620922623314534
470,742,1.411794647721113
471,743,46.46178711520941
472,744,18.79093104439164
473,746,28.294332920645445
474,747,5.471998993304962
475,748,4.290445396540019
476,749,14.757774919619408
477,750,41.29820521147976
478,751,38.21609218895793
479,752,44.26966791355499
480,753,31.713614100507503
481,754,38.80186702503182
482,755,33.867798807047855
483,756,56.21979794691097
484,757,19.923027280816253
485,758,22.6266129307627
486,760,39.57940939705925
487,762,19.665282715277105
488,763,43.80499541055824
489,764,12.480653197795592
490,765,25.660873759740163
491,766,44.66729535980895
492,767,5.055857062338871
493,768,23.86478408201965
494,769,54.28584699647799
495,771,9.470951259886396
496,772,22.22702259764929
497,773,34.37409780849707
498,774,23.55525817818744
499,775,31.65400373723824
500,776,56.77266948202834
501,779,21.02268991667095
502,780,21.729212279744026
503,781,43.589589575575374
504,782,36.71873384092693
505,783,44.16258019805136
506,785,23.76346325074789
507,786,13.578900907227306
508,787,22.240131690183848
509,788,42.36469154508585
510,789,15.99825275124331
511,790,20.381644021962828
512,791,42.907609859632736
513,792,15.98454328289225
514,797,21.71073524234872
515,798,20.591757544473406
516,800,25.70392740769185
517,804,34.902309759968894
518,806,49.448888064062224
519,807,15.566479089569693
520,809,46.56132891068768
521,812,13.168315242401707
522,813,4.468919761348398
523,814,34.030091017544805
524,815,46.89878512121269
525,816,16.505358278282802
526,817,37.07291456778599
527,818,34.64647264115815
528,819,35.3669997109621
529,820,41.47676944942369
530,822,50.412270247486354
531,824,52.37019337109691
532,827,46.971471063238496
533,828,9.714181767086695
534,829,45.42570805066289
535,830,41.85529795997041
536,832,24.271595784216576
537,833,28.16152031985497
538,834,49.88013600226915
539,835,15.872844220118367
540,836,39.46510768390413
541,838,37.43185575093367
542,840,59.6496421688216
543,841,20.719363523737474
544,842,16.17209146601791
545,844,7.785552955397518
546,845,28.271291156546887
547,846,9.528365642749153
548,848,50.30542575310209
549,850,35.197533268310586
550,851,47.6703656294413
551,852,29.213174425817822
552,853,34.30327170862733
553,856,36.29280223201283
554,857,8.738122436958857
555,859,27.75168163027605
556,862,33.84262220398171
557,863,4.156828249475168
558,864,31.78180147507066
559,866,46.893266797622616
560,867,12.653151756020756
561,868,23.558002317433537
562,869,18.289217157918404
563,870,23.05958320339213
564,871,28.382301900465368
565,872,45.49384586218354
566,873,19.622762778671753
567,874,46.503708525866095
568,876,44.723750595922745
569,877,27.605020398473748
570,879,26.08103177034501
571,880,17.21771878690736
572,882,54.29888816253367
573,883,26.238656085953806
574,884,18.3169291098484
575,886,17.929628082945595
576,887,19.25589147284429
577,889,43.06914193417646
578,890,45.921511449295565
579,891,11.03714154500431
580,892,37.659277363599045
581,895,34.48955113779918
582,896,21.09547305531832
583,897,18.105703777804813
584,898,10.487364321928693
585,900,18.51069316158232
586,901,46.4729108569324
587,902,22.23998692554345
588,903,53.19959355756141
589,904,33.92170898802263
590,905,25.79550031270057
591,907,27.446256077897026
592,908,18.204590315967735
593,909,44.7390362944233
594,910,6.799487538333442
595,911,27.413170115720533
596,913,22.852781660893797
597,914,23.374191811000443
598,915,45.28773233665662
599,916,10.666596407046862
600,918,54.10989132953196
601,919,50.181002027921764
602,920,37.54511991247236
603,922,44.082992480766066
604,925,14.836885811764118
605,926,53.61374029014915
606,927,32.601250291077946
607,928,11.189636315738506
608,931,56.76091000558331
609,932,30.78382142294793
610,933,36.880550509076684
611,934,16.233915318258454
612,935,41.770134272101394
613,936,34.25703516318897
614,937,40.07192781058252
615,938,26.41846884635973
616,939,13.945128844538708
617,942,34.73108807212719
618,943,37.83352777899173
619,944,15.441631327739165
620,946,30.466524634233238
621,947,31.83208136195169
622,948,19.350396094304934
623,949,50.9696721607349
624,951,25.06161581988105
625,953,2.4152025489597913
626,954,54.50112462624782
627,955,17.741338790796362
628,958,44.17666726542873
629,959,53.91325711057551
630,960,37.06265389308537
631,962,56.73888258320816
632,965,34.28848950192488
633,966,51.268205491753996
634,967,7.332879500820582
635,969,22.733861647472402
636,970,31.107891465346952
637,971,30.088870395723198
638,972,47.852542337936704
639,973,31.039700467852736
640,976,27.828984179039555
641,977,19.12477311210761
642,978,55.986169276119654
643,979,30.721900259334927
644,981,32.076221604724715
645,982,15.101953202883973
646,984,45.88194285542762
647,985,34.12059683825503
648,987,52.34329713213968
649,988,18.26679252289729
650,989,29.503057887690172
651,991,9.616242989596614
652,992,27.197794467105023
653,993,37.33569419505977
654,994,57.4260070728123
655,995,25.34322736358464
656,997,38.99354103518596
657,998,17.615755459453894
658,1001,23.744842138537177
659,1002,12.172665913656886
660,1006,46.367174881630326
661,1010,35.212726008944045
662,1013,46.965163133461935
663,1014,6.658337059516898
664,1017,37.41111664670499
665,1018,31.821892300708413
666,1020,36.08756769324543
667,1021,27.628497242270488
668,1022,47.94533044350173
669,1023,38.44449932595434
670,1027,34.73855108489191
671,1029,18.9197036369682
672,1030,48.535233768863925
673,1031,27.076365209937176
674,1032,46.07437633445649
675,1033,39.383579545690324
676,1036,34.06789788807133
677,1039,27.702884862466412
678,1042,36.3056737125405
679,1043,31.2471942631975
680,1044,41.485080860682594
681,1048,21.448832384727613
682,1050,52.60276547337421
683,1051,23.83902103469459
684,1053,33.35674224564288
685,1055,22.617425073149338
686,1056,45.00001711289855
687,1058,59.3826514371417
688,1059,19.48791487344433
689,1060,21.646941295959877
690,1061,7.335047075567883
691,1062,44.62720709687381
692,1063,44.360052906071
693,1064,25.369992760837775
694,1066,7.493222637191415
695,1067,34.08646531682038
696,1068,24.534281692843205
697,1071,11.779160882376836
698,1073,36.206208115029796
699,1074,38.86919726868177
700,1075,37.120221690081614
701,1076,43.90753632409029
702,1077,19.59759693749978
703,1078,56.52554176909834
704,1080,29.598865631150463
705,1081,34.52429991000795
706,1082,58.51896844358871
707,1083,37.702326764259894
708,1085,51.78583500478618
709,1086,42.528977267547226
710,1090,22.69170130211545
711,1091,36.60302758759302
712,1092,36.48708470239361
713,1093,46.99931699355253
714,1094,30.793151713921226
715,1095,32.49949466673691
716,1096,51.599951063479274
717,1097,23.027306697504407
718,1099,46.25825421020807
719,1100,15.59224080409204
720,1101,47.1855778804074
721,1102,46.60674494207392
722,1104,31.040208729582602
723,1106,22.12961562242036
724,1107,0.237605496473499
725,1108,23.855339936506642
726,1109,16.606343658640686
727,1110,30.22123085350004
728,1111,31.039473435245103
729,1114,14.62730312478418
730,1115,47.037772760159854
731,1116,10.287378049299512
732,1117,50.55927940715153
733,1118,37.22041106610458
734,1123,19.400205681997274
735,1124,20.10930513280855
736,1126,46.973581025173566
737,1127,16.189516133238026
738,1128,34.23462420681765
739,1132,27.272485952289138
740,1134,12.942002527249059
741,1135,50.69756128097021
742,1137,9.219952984025714
743,1138,28.333119008846246
744,1139,52.98586769836736
745,1140,34.43544530350646
746,1141,44.421221577124854
747,1142,29.077065294184546
748,1144,36.40837035435958
749,1146,6.158677034271202
750,1147,54.03825289645865
751,1148,26.49722350787142
752,1151,32.18831235616418
753,1153,54.31116605335969
754,1156,47.97015855599626
755,1159,35.9660820563154
756,1161,32.431285368621566
757,1163,49.047431373308065
758,1164,8.112307138256028
759,1166,51.67667153186528
760,1168,11.825724239619149
761,1169,48.992699324876135
762,1170,56.237985275182474
763,1171,13.451263286087492
764,1173,24.84870622647067
765,1174,19.912821028761908
766,1175,46.184918208645975
767,1176,51.194945876046454
768,1177,45.0879382142545
769,1178,47.19392477677358
770,1179,23.494655291037358
771,1181,41.8532688310693
772,1182,30.62897883725573
773,1183,41.49087799986103
774,1184,35.28304621572857
775,1185,57.67878174019724
776,1186,53.1632263171821
777,1187,26.92811209958446
778,1189,24.334979137315536
779,1191,48.88301219348324
780,1192,39.655466147720425
781,1193,38.62753544487649
782,1195,38.94188542370653
783,1197,5.615850213062727
784,1198,23.28198589380209
785,1199,32.215223236583114
786,1200,21.755819313293763
787,1201,9.85447183006311
788,1203,11.067050911735222
789,1205,33.79510669578264
790,1209,33.13904601059941
791,1212,54.433448309874926
792,1213,28.906119950294748
793,1215,32.898201757775425
794,1218,43.033070346586435
795,1219,26.541340096989256
796,1221,50.466640365904475
797,1223,46.22198254080668
798,1229,49.93094151038028
799,1230,22.19861296546162
800,1231,33.9488180747473
801,1232,43.4199281208976
802,1233,4.590097319511588
803,1234,17.56072286987553
804,1235,28.872038707292234
805,1236,33.276379962022965
806,1238,8.687711491249392
807,1239,21.619074371572506
808,1240,31.176885927062685
809,1241,40.43617746962504
810,1248,32.5548731928833
811,1251,23.90104194778781
812,1253,47.73211471546629
813,1254,49.80841116246727
814,1256,19.38197002412004
815,1257,29.118059013168224
816,1260,9.538967764576013
817,1261,22.58788525520118
818,1263,25.476898126695236
819,1264,19.34973415020913
820,1266,57.42243483849835
821,1267,2.044250701704715
822,1268,46.01260173449658
823,1269,6.381049729471897
824,1270,20.996789298716397
825,1272,52.39764862522602
826,1274,19.894603965999558
827,1275,16.03925388001055
828,1278,43.79349723649332
829,1282,33.07748602129453
830,1283,18.54767575685472
831,1285,3.6738796194317596
832,1286,22.86464179651613
833,1290,42.612418440378796
834,1296,23.00721415027331
835,1297,14.263659931401332
836,1298,3.827587712097575
837,1301,25.73522832037265
838,1302,44.562958304585635
839,1303,39.34027595635385
840,1305,52.57030916931213
841,1307,22.97707885639732
842,1308,23.20697585073439
843,1310,34.78162230056027
844,1312,33.53018388438385
845,1314,45.113728283690975
846,1315,26.57504846047883
847,1316,12.50005741399792
848,1317,20.75116054120699
849,1321,32.15062925216273
850,1323,44.31688871484657
851,1324,27.13767728395761
852,1325,18.327424487909227
853,1326,0.052321209505116
854,1327,38.39082074366977
855,1329,46.83027204004514
856,1330,51.2358653208185
857,1332,35.01290275234848
858,1333,37.62807561634909
859,1335,45.809570157013006
860,1336,44.85119994645673
861,1338,54.35721056551797
862,1339,0.733281409590606
863,1344,13.384721166596652
864,1347,36.86784237095913
865,1350,17.42847063131839
866,1351,32.033472385134694
867,1352,15.839166160078294
868,1353,51.7865705105225
869,1355,19.425645828477293
870,1357,45.097442701964084
871,1358,54.577711695648404
872,1359,54.458907470562345
873,1363,23.584575097268324
874,1364,39.95540651868778
875,1365,26.45261560986591
876,1366,38.949432454521286
877,1370,20.52224297942748
878,1371,25.6658672598811
879,1372,34.11514805995877
880,1373,0.9283054521093409
881,1375,51.40839607972661
882,1379,13.91927647219728
883,1382,42.75852948270723
884,1385,6.177883293383441
885,1387,52.635621499062154
886,1388,45.552863097927634
887,1390,35.68384016676721
888,1391,50.52381436173154
889,1392,32.79850155048356
890,1393,57.3636448071776
891,1394,48.84822287518768
892,1395,55.55624180316953
893,1398,39.35689292822262
894,1399,12.859349437554062
895,1400,19.23089768516953
896,1402,17.23962576185383
897,1404,22.17174970043311
898,1405,53.4105077421864
899,1406,14.47942493341078
900,1407,19.66130977162187
901,1408,49.95633415036278
902,1409,42.258743047456576
903,1410,30.093232401841544
904,1411,37.01238485068938
905,1412,34.118357822068646
906,1413,28.831326939810907
907,1414,51.388807021164475
908,1418,48.915366059065406
909,1419,50.9962184853046
910,1420,29.748716486427497
911,1421,11.929176380253606
912,1422,45.08465883580761
913,1423,35.973827157232755
914,1424,50.429393155477044
915,1426,22.991658236741696
916,1428,50.35300267172689
917,1429,38.994988683262505
918,1432,13.959312947190373
919,1437,24.917484212763142
920,1442,54.693344919135
921,1443,27.75121209862437
922,1444,57.90765930027917
923,1446,30.885573115025906
924,1451,28.62648370298303
925,1453,54.054587458629854
926,1456,27.855253933616357
927,1459,51.189640757322216
928,1460,10.325717402981207
929,1463,14.188065906852875
930,1465,26.572136107752147
931,1466,50.48576548149783
932,1467,26.198857696472288
933,1472,36.32803935395678
934,1473,12.7091259116979
935,1474,27.792937107613174
936,1475,37.157812305644505
937,1476,38.50066204739609
938,1477,16.81927486137568
939,1478,39.061863349168576
940,1481,45.837243656792936
941,1482,53.65890553360407
942,1483,50.81694841189243
943,1485,41.470681225172854
944,1487,28.259266169945807
945,1488,8.676214888428298
946,1489,48.0914573253425
947,1491,28.145264523332358
948,1492,18.414573633947086
949,1493,16.709111230186767
950,1494,40.47763570845315
951,1495,14.143352752290692
952,1497,46.511969328524245
953,1499,8.107940751525831
954,1500,38.09582965420422
955,1501,28.65707953510579
956,1503,37.56138582454848
957,1504,16.968961688374012
958,1505,48.06767305901697
959,1506,10.052922228297502
960,1509,22.84113497133988
961,1513,41.1632475317431
962,1515,16.22216716334977
963,1517,41.40689162943093
964,1518,24.62931889638999
965,1519,52.242831731033995
966,1520,29.199450638467376
967,1521,20.30736903739644
968,1522,19.020284120665245
969,1524,30.230520382464682
970,1525,24.379390235095048
971,1526,9.300603730044307
972,1527,1.9931233436999152
973,1529,8.836107120493685
974,1531,8.833343292498133
975,1533,14.012081822202372
976,1534,7.771083358247182
977,1536,31.00158065751591
978,1537,39.4044007160459
979,1538,16.413456489662405
980,1541,32.20916954803768
981,1543,12.700527785289555
982,1544,20.912795047914432
983,1545,44.11963271487874
984,1546,51.753468441809645
985,1547,44.017539482323045
986,1550,28.920488065052513
987,1551,55.421992680485275
988,1552,44.94045174576467
989,1553,54.89356229137489
990,1557,55.542332553072214
991,1559,27.56963032587297
992,1561,53.67015763953818
993,1563,6.87225447683376
994,1564,21.870953774754923
995,1565,19.214162061201826
996,1566,26.54883044084324
997,1567,38.63477206854036
998,1570,7.146936343813263
999,1571,23.989045491618324
1000,1572,10.715190167280726
1001,1575,21.67318261263855
1002,1576,55.616606316015066
1003,1578,58.25850886345634
1004,1579,5.671737434421398
1005,1580,44.91979044236848
1006,1581,43.29375770329783
1007,1586,29.06938133636891
1008,1587,34.594226205570195
1009,1589,9.120397449228744
1010,1590,7.15887381236222
1011,1591,16.583305647152063
1012,1592,7.693205781242925
1013,1593,38.585446903890976
1014,1594,9.48630271138862
1015,1596,54.5637562362985
1016,1601,37.90671245921767
1017,1603,40.8523107047837
1018,1605,35.57152634282342
1019,1606,42.3257399185114
1020,1609,25.220341708505345
1021,1612,49.50166388608255
1022,1613,21.02339003904511
1023,1614,42.981521789076965
1024,1618,48.184872257340096
1025,1619,39.093841301733626
1026,1620,40.42834814024007
1027,1621,37.24363090517817
1028,1625,5.1741445101496515
1029,1627,31.72158280996464
1030,1628,22.653607588623252
1031,1630,40.71132731642301
1032,1633,57.974027609226674
1033,1635,22.84708523805521
1034,1636,59.68253463383678
1035,1638,33.878843030283285
1036,1639,2.5110553791508234
1037,1640,23.49883897586187
1038,1642,48.71219037898034
1039,1643,49.27298973882416
1040,1644,46.01825267094432
1041,1645,43.69011256436657
1042,1646,57.91362922618654
1043,1647,4.73276385447168
1044,1648,14.621832202995124
1045,1649,33.47721718139429
1046,1650,23.87256055812759
1047,1651,40.37480268006372
1048,1652,34.86768766592977
1049,1653,13.445082006254706
1050,1655,31.545465897559374
1051,1656,49.6209565281107
1052,1657,30.57458757248356
1053,1658,51.123661722109716
1054,1659,49.667062147977035
1055,1660,2.814083068893053
1056,1662,9.962062135081558
1057,1664,36.869532092502034
1058,1667,26.566436055120892
1059,1668,23.127815933407604
1060,1670,50.60604383046496
1061,1671,29.924094010898475
1062,1673,57.231380412687045
1063,1674,30.22727997201077
1064,1676,42.8128771600819
1065,1677,45.199554748120896
1066,1678,28.187897482611998
1067,1679,24.65841484781179
1068,1680,17.00356735418623
1069,1681,39.25131837697429
1070,1685,40.29668581616958
1071,1688,47.44110959972418
1072,1689,13.256318388823294
1073,1693,8.882186176645462
1074,1697,13.542064526947415
1075,1698,36.985846304883
1076,1699,39.99400037409055
1077,1700,31.37986526778708
1078,1701,51.406601337347574
1079,1702,31.587199448346706
1080,1703,27.008093447318988
1081,1704,29.3325522312424
1082,1705,56.63909077372344
1083,1706,14.370025941078005
1084,1707,15.3447313207594
1085,1708,25.008517457424645
1086,1709,46.805191267265755
1087,1715,37.26915929771498
1088,1716,35.83034940318465
1089,1718,38.306591155861476
1090,1719,28.43253396478155
1091,1721,34.988964410452844
1092,1723,46.298550459816596
1093,1724,24.756245511598404
1094,1725,32.568299642074706
1095,1728,47.36496861303804
1096,1729,49.723391461339006
1097,1731,42.0577282115343
1098,1732,13.142095374984946
1099,1734,48.39974730456213
1100,1735,1.7133017849051262
1101,1736,36.95826100292517
1102,1737,47.260834917860095
1103,1738,31.26698119252664
1104,1739,14.664771237696025
1105,1742,7.2799632132152645
1106,1743,37.771456374451645
1107,1746,54.90754409970812
1108,1747,12.779474261901793
1109,1749,44.75749242439967
1110,1752,15.863532980995846
1111,1753,8.244644238634812
1112,1755,39.18327535067322
1113,1756,18.54130390425949
1114,1758,36.95010990151975
