,node_area,number_reachable
704,112049,6
705,140396,6
706,167894,6
707,166905,6
708,116935,6
709,76102,6
710,133790,6
711,43044,6
712,183605,6
713,6861,6
714,39473,6
715,42760,6
716,72452,6
717,133830,6
718,28323,6
719,75640,6
720,146842,6
721,165167,6
722,76080,6
723,146266,6
724,16896,6
725,50718,6
726,188186,6
727,72020,6
728,63638,6
729,2332,6
730,74159,6
731,65201,6
732,116204,6
733,145691,6
734,68485,6
735,134898,6
736,80946,6
737,142603,6
738,148284,6
739,164126,6
740,1891,6
741,95079,6
742,189218,6
743,139624,6
744,2608,6
745,84068,6
746,20926,6
747,42897,6
748,154375,6
749,109497,6
750,60987,6
751,24689,6
752,154796,6
753,78236,6
754,30119,6
755,39506,6
756,161978,6
757,40767,6
758,183345,6
759,50591,6
760,133328,6
761,57731,6
762,131595,6
763,134398,6
764,183497,6
765,165761,6
766,129436,6
767,114557,6
768,150515,6
769,68167,6
770,135557,6
771,35366,6
772,25469,6
773,39548,6
774,38549,6
775,188640,6
776,176259,6
777,800,6
778,139171,6
779,164835,6
780,175993,6
781,54065,6
782,39613,6
783,64553,6
784,31093,6
785,102203,6
786,168058,6
787,54407,6
788,161962,6
789,35988,6
790,178908,6
791,15820,6
792,141373,6
793,170354,6
794,150475,6
795,93344,6
796,111410,6
797,168294,6
798,87233,6
799,157740,6
800,177727,6
801,89020,6
802,70732,6
803,87230,6
804,77715,6
805,98276,6
806,166628,6
807,69229,6
808,97668,6
809,103114,6
810,156874,6
811,71155,6
812,61193,6
813,118971,6
814,56906,6
815,79957,6
816,96613,6
817,66491,6
818,31548,6
819,106522,6
820,97407,6
821,186330,6
822,72052,6
823,152516,6
824,42292,6
825,20618,6
826,135268,6
827,17684,6
828,82622,6
829,154369,6
830,152325,6
831,85735,6
832,85527,6
833,70049,6
834,5434,6
835,75815,6
836,71257,6
837,138283,6
838,164209,6
839,93557,6
840,19689,6
841,165038,6
842,80667,6
843,6380,6
844,148495,6
845,8323,6
846,107275,6
847,71664,6
848,22236,6
849,41405,6
850,75698,6
851,22237,6
852,166076,6
853,52535,6
854,63519,6
855,142405,6
856,109110,6
857,94850,6
858,39581,6
859,94288,6
860,79216,6
861,104569,6
862,170752,6
863,4201,6
864,13533,6
865,79549,6
866,159882,6
867,155944,6
868,124225,6
869,85798,6
870,149702,6
871,155163,6
872,46925,6
873,2404,6
874,155768,6
875,154038,6
876,100743,6
877,98649,6
878,118888,6
879,69811,6
880,16152,6
881,42599,6
882,176029,6
883,189522,6
884,46571,6
885,100530,6
886,120517,6
887,125196,6
888,134807,6
889,63174,6
890,138266,6
891,54186,6
892,32713,6
893,139146,6
894,164844,6
895,118406,6
896,146299,6
897,87228,6
898,167326,6
899,86417,6
900,7085,6
901,45317,6
902,142235,6
903,147569,6
904,170464,6
905,21260,6
906,105456,6
907,105371,6
908,178241,6
909,103962,6
910,97023,6
911,56020,6
912,69402,6
913,135125,6
914,141030,6
915,64831,6
916,165079,6
917,104059,6
918,159087,6
919,173117,6
920,36000,6
921,76730,6
922,20707,6
923,6251,6
924,47747,6
925,47745,6
926,71016,6
927,12466,6
928,16463,6
929,147056,6
930,170852,6
931,135180,6
932,169781,6
933,61341,6
934,13564,6
935,100398,6
936,86358,6
937,86356,6
938,119771,6
939,126700,6
940,66618,6
941,43724,6
942,180536,6
943,185365,6
944,105772,6
945,34403,6
946,48592,6
947,122203,6
948,185865,6
949,159438,6
950,9074,6
951,46549,6
952,9499,6
953,165227,6
954,170402,6
955,65282,6
956,43276,6
957,28211,6
958,118696,6
959,141815,6
960,16460,6
961,117146,6
962,180050,6
963,87938,6
964,61689,6
965,60669,6
966,158404,6
967,12860,6
968,3498,6
969,176678,6
970,114301,6
971,48947,6
972,57806,6
973,147343,6
974,916,6
975,103506,6
976,10108,6
977,161356,6
978,167229,6
979,122151,6
980,19928,6
981,119530,6
982,84133,6
983,79785,6
984,126713,6
985,178770,6
986,82590,6
987,9295,6
988,33409,6
989,175386,6
990,174083,6
991,12412,6
992,174283,6
993,159156,6
994,104595,6
995,173795,6
996,34994,6
997,113512,6
998,1106,6
999,80550,6
1000,115017,6
1001,18070,6
1002,36535,6
1003,124464,6
1004,129146,6
1005,39147,6
1006,39146,6
1007,124991,6
1008,178965,6
1009,187786,6
1010,64522,6
1011,162481,6
1012,151230,6
1013,133547,6
1014,147870,6
1015,142868,6
1016,147878,6
1017,172390,6
1018,57306,6
1019,132716,6
1020,182988,6
1021,39148,6
1022,156621,6
1023,28387,6
1024,80553,6
1025,116035,6
1026,61721,6
1027,88946,6
1028,10068,6
1029,43152,6
1030,86096,6
1031,144615,6
1032,179492,6
1033,160569,6
1034,189648,6
1035,15220,6
1036,95201,6
1037,47148,6
1038,157006,6
1039,48970,6
1040,21642,6
1041,186677,6
1042,1834,6
1043,173029,6
1044,163177,6
1045,21273,6
1046,33026,6
1047,85588,6
1048,25124,6
1049,185575,6
1050,145022,6
1051,189980,6
1052,28274,6
1053,173022,6
1054,63848,6
1055,63840,6
1056,27311,6
1057,10750,6
1058,39693,6
1059,165032,6
1060,94779,6
1061,116233,6
1062,60434,6
1063,150753,6
1064,61807,6
1065,153141,6
1066,68415,6
1067,9694,6
1068,58462,6
1069,133026,6
1070,178062,6
1071,170831,6
1072,21511,6
1073,169200,6
1074,48390,6
1075,24752,6
1076,65458,6
1077,185096,6
1078,87073,6
1079,137269,6
1080,111559,6
1081,49727,6
1082,143464,6
1083,166445,6
1084,148663,6
1085,52093,6
1086,186644,6
1087,27580,6
1088,124841,6
1089,120714,6
1090,188077,6
1091,185751,6
1092,83912,6
1093,9943,6
1094,80501,6
1095,143899,6
1096,78692,6
1097,92868,6
1098,161073,6
1099,164339,6
1100,77088,6
1101,83023,6
1102,75771,6
1103,127776,6
1104,141451,6
1105,36750,6
1106,85711,6
1107,138748,6
1108,169973,6
1109,57378,6
1110,176977,6
1111,54719,6
1112,126443,6
1113,121072,6
1114,7320,6
1115,253,6
1116,32827,6
1117,173716,6
1118,170878,6
1119,109228,6
1120,28052,6
1121,25621,6
1122,2716,6
1123,81070,6
1124,123368,6
1125,146634,6
1126,127279,6
1127,127727,6
1128,9276,6
1129,16818,6
1130,139349,6
1131,20089,6
1132,833,6
1133,121067,6
1134,114327,6
1135,139881,6
1136,75121,6
1137,154280,6
1138,121539,6
1139,149166,6
1140,134068,6
1141,37055,6
1142,55323,6
1143,57477,6
1144,128772,6
1145,173281,6
1146,158999,6
1147,141734,6
1148,134357,6
1149,155994,6
1150,124917,6
1151,177711,6
1152,175210,6
1153,174771,6
1154,49723,6
1155,157507,6
1156,64484,6
1157,92870,6
1158,169974,6
1159,81491,6
1160,169217,6
1161,5271,6
1162,130437,6
1163,61501,6
1164,116021,6
1165,185637,6
1166,67433,6
1167,9341,6
1168,172602,6
1169,1779,6
1170,113784,6
1171,18088,6
1172,162678,6
1173,175233,6
1174,17212,6
1175,80484,6
1176,131034,6
1177,182289,6
1178,102741,6
1179,152175,6
1180,49187,6
1181,173346,6
1182,13010,6
1183,141464,6
1184,62485,6
1185,95095,6
1186,116740,6
1187,26953,6
1188,70543,6
1189,64954,6
1190,134921,6
1191,67653,6
1192,135482,6
1193,122146,6
1194,164492,6
1195,53963,6
1196,26535,6
1197,171269,6
1198,147352,6
1199,153283,6
1200,187442,6
1201,5945,6
1202,167735,6
1203,28062,6
1204,72710,6
1205,147785,6
1206,94223,6
1207,31891,6
1208,166388,6
1209,94473,6
1210,137200,6
1211,89485,6
1212,185546,6
1213,154551,6
1214,141890,6
1215,155185,6
1216,36713,6
1217,114555,6
1218,11821,6
1219,27641,6
1220,99876,6
1221,122506,6
1222,187429,6
1223,51792,6
1224,97192,6
1225,129974,6
1226,46066,6
1227,115031,6
1228,163523,6
1229,163872,6
1230,185476,6
1231,174187,6
1232,95393,6
1233,70379,6
1234,68472,6
1235,64107,6
1236,128596,6
1237,128597,6
1238,188851,6
1239,66222,6
1240,51060,6
1241,136663,6
1242,124263,6
1243,81236,6
1244,172329,6
1245,90276,6
1246,28203,6
1247,161938,6
1248,91790,6
1249,24202,6
1250,5229,6
1251,151130,6
1252,173659,6
1253,177683,6
1254,84332,6
1255,12301,6
1256,150487,6
1257,65787,6
1258,114672,6
1259,11789,6
1260,190322,6
1261,126493,6
1262,186163,6
1263,158652,6
1264,24329,6
1265,187009,6
1266,116756,6
1267,102840,6
1268,94357,6
1269,171195,6
1270,187487,6
1271,4661,6
1272,180585,6
1273,61442,6
1274,177715,6
1275,18611,6
1276,66602,6
1277,145847,6
1278,14712,6
1279,80925,6
1280,80,6
1281,72747,6
1282,87848,6
1283,143549,6
1284,187464,6
1285,106244,6
1286,31951,6
1287,148339,6
1288,33029,6
1289,18695,6
1290,152227,6
1291,152703,6
1292,84556,6
1293,147656,6
1294,72874,6
1295,128203,6
1296,17288,6
1297,180209,6
1298,167309,6
1299,115340,6
1300,100336,6
1301,153031,6
1302,35282,6
1303,15301,6
1304,18677,6
1305,144309,6
1306,150563,6
1307,64623,6
1308,65669,6
1309,80929,6
1310,38131,6
1311,23391,6
1312,151708,6
1313,76552,6
1314,59416,6
1315,139241,6
1316,109886,6
1317,153112,6
1318,44584,6
1319,106999,6
1320,76783,6
1321,180590,6
1322,79033,6
1323,93895,6
1324,159523,6
1325,133254,6
1326,30251,6
1327,98931,6
1328,87838,6
1329,142890,6
1330,69354,6
1331,108434,6
1332,54528,6
1333,64293,6
1334,56186,6
1335,164394,6
1336,46994,6
1337,155696,6
1338,205,6
1339,104987,6
1340,144353,6
1341,161510,6
1342,123802,6
1343,5086,6
1344,184854,6
1345,151328,6
1346,118652,6
1347,143874,6
1348,36051,6
1349,83185,6
1350,32644,6
1351,110060,6
1352,110063,6
1353,103482,6
1354,180341,6
1355,94566,6
1356,153158,6
1357,167304,6
1358,124024,6
1359,26949,6
1360,98081,6
1361,138833,6
1362,329,6
1363,120182,6
1364,103839,6
1365,190324,6
1366,22391,6
1367,45831,6
1368,148416,6
1369,117324,6
1370,29135,6
1371,10864,6
1372,22393,6
1373,58986,6
1374,21132,6
1375,139575,6
1376,96743,6
1377,186622,6
1378,77045,6
1379,116870,6
1380,76697,6
1381,119121,6
1382,4366,6
1383,187540,6
1384,36772,6
1385,13242,6
1386,104243,6
1387,41860,6
1388,11813,6
1389,46441,6
1390,44963,6
1391,91967,6
1392,102234,6
1393,110549,6
1394,84560,6
1395,121552,6
1396,33992,6
1397,181405,6
1398,150541,6
1399,46700,6
1400,23985,6
1401,37174,6
1402,39292,6
1403,170064,6
1404,189894,6
1405,134972,6
1406,131903,6
1407,145552,6
1408,29170,6
1409,145246,6
1410,99006,6
1411,42053,6
1412,125687,6
1413,98874,6
1414,60385,6
1415,114835,6
1416,103511,6
1417,87169,6
1418,188039,6
1419,9139,6
1420,74949,6
1421,144051,6
1422,12197,6
1423,39135,6
1424,37800,6
1425,144475,6
1426,99307,6
1427,31576,6
1428,47263,6
1429,37345,6
1430,4255,6
1431,81889,6
1432,128943,6
1433,182537,6
1434,171887,6
1435,153656,6
1436,145828,6
1437,115516,6
1438,69385,6
1439,56817,6
1440,152390,6
1441,34080,6
1442,55017,6
1443,144973,6
1444,80125,6
1445,66667,6
1446,78145,6
1447,70074,6
1448,23379,6
1449,43252,6
1450,101695,6
1451,137658,6
1452,141703,6
1453,66068,6
1454,53224,6
1455,69687,6
1456,89074,6
1457,143831,6
1458,46900,6
1459,53369,6
1460,94513,6
1461,27091,6
1462,139778,6
1463,171310,6
1464,40082,6
1465,127076,6
1466,142674,6
1467,105962,6
1468,178331,6
1469,27081,6
1470,102361,6
1471,35977,6
1472,187020,6
1473,92320,6
1474,186952,6
1475,106746,6
1476,63914,6
1477,187307,6
1478,150792,6
1479,68471,6
1480,165181,6
1481,34627,6
1482,5453,6
1483,47389,6
1484,68652,6
1485,4714,6
1486,134240,6
1487,74160,6
1488,89079,6
1489,30874,6
1490,15703,6
1491,87806,6
1492,20950,6
1493,104523,6
1494,61205,6
1495,32393,6
1496,154159,6
1497,12392,6
1498,182290,6
1499,163493,6
1500,169239,6
1501,89321,6
1502,137143,6
1503,50860,6
1504,60054,6
1505,120203,6
1506,24707,6
1507,186164,6
1508,113948,6
1509,4053,6
1510,111056,6
1511,98730,6
1512,75739,6
1513,155155,6
1514,139361,6
1515,70679,6
1516,70150,6
1517,181915,6
1518,79761,6
1519,146979,6
1520,29157,6
1521,155910,6
1522,162387,6
1523,54709,6
1524,164933,6
1525,181681,6
1526,84013,6
1527,96681,6
1528,5597,6
1529,165349,6
1530,56605,6
1531,153642,6
1532,122349,6
1533,51662,6
1534,153511,6
1535,58016,6
1536,115292,6
1537,65586,6
1538,5779,6
1539,131492,6
1540,91308,6
1541,32590,6
1542,155912,6
1543,150500,6
1544,169946,6
1545,86331,6
1546,146501,6
1547,85721,6
1548,14107,6
1549,6120,6
1550,141403,6
1551,37498,6
1552,114978,6
1553,32026,6
1554,177835,6
1555,92055,6
1556,90318,6
1557,50615,6
1558,152847,6
1559,160549,6
1560,49716,6
1561,93704,6
1562,59072,6
1563,128210,6
1564,148149,6
1565,115105,6
1566,33577,6
1567,34920,6
1568,69890,6
1569,26993,6
1570,44487,6
1571,126893,6
1572,90000,6
1573,151835,6
1574,88654,6
1575,122105,6
1576,145647,6
1577,91942,6
1578,89399,6
1579,158854,6
1580,179314,6
1581,21011,6
1582,48869,6
1583,98254,6
1584,5998,6
1585,30685,6
1586,82652,6
1587,170903,6
1588,113739,6
1589,140046,6
1590,141673,6
1591,88580,6
1592,85436,6
1593,94190,6
1594,175912,6
1595,30268,6
1596,3834,6
1597,178752,6
1598,48176,6
1599,188701,6
1600,21769,6
1601,65036,6
1602,41103,6
1603,11201,6
1604,148359,6
1605,106278,6
1606,30281,6
1607,95686,6
1608,172993,6
1609,64150,6
1610,133088,6
1611,7068,6
1612,64411,6
1613,12133,6
1614,154409,6
1615,106600,6
1616,145525,6
1617,57514,6
1618,98990,6
1619,95625,6
1620,138132,6
1621,7162,6
1622,94142,6
1623,152062,6
1624,15561,6
1625,170796,6
1626,184539,6
1627,118879,6
1628,62883,6
1629,164446,6
1630,120097,6
1631,117617,6
1632,5105,6
1633,43599,6
1634,90698,6
1635,94033,6
1636,189673,6
1637,146472,6
1638,149580,6
1639,45494,6
1640,157364,6
1641,108100,6
1642,156843,6
1643,2046,6
1644,97676,6
1645,55355,6
1646,99376,6
1647,33228,6
1648,75127,6
1649,64772,6
1650,174845,6
1651,9222,6
1652,25407,6
1653,171027,6
1654,21489,6
1655,66453,6
1656,69977,6
1657,185303,6
1658,178671,6
1659,1407,6
1660,80436,6
1661,95583,6
1662,97335,6
1663,31415,6
1664,21020,6
1665,163664,6
1666,53437,6
1667,176361,6
1668,1325,6
1669,89009,6
1670,167232,6
1671,26963,6
1672,108442,6
1673,53255,6
1674,180624,6
1675,71478,6
1676,190211,6
1677,137929,6
1678,47904,6
1679,52924,6
1680,169071,6
1681,169079,6
1682,40793,6
1683,179963,6
1684,152539,6
1685,142348,6
1686,15189,6
1687,150298,6
1688,186916,6
1689,16826,6
1690,26916,6
1691,92336,6
1692,12593,6
1693,20788,6
1694,49165,6
1695,158786,6
1696,163396,6
1697,175227,6
1698,78672,6
1699,163929,6
1700,41063,6
1701,87374,6
1702,44810,6
1703,162770,6
1704,149402,6
1705,38989,6
1706,97493,6
1707,108877,6
1708,158453,6
1709,167282,6
1710,151087,6
1711,110289,6
1712,40541,6
1713,33862,6
1714,139358,6
1715,102807,6
1716,74351,6
1717,43584,6
1718,39697,6
1719,36867,6
1720,180429,6
1721,78257,6
1722,16951,6
1723,108543,6
1724,106675,6
1725,53410,6
1726,79709,6
1727,110322,6
1728,69833,6
1729,91927,6
1730,52513,6
1731,91926,6
1732,113592,6
1733,160340,6
1734,182852,6
1735,36336,6
1736,85226,6
1737,78322,6
1738,8486,6
1739,100170,6
1740,153637,6
1741,43309,6
1742,107496,6
1743,14387,6
1744,169501,6
1745,22975,6
1746,163631,6
1747,63389,6
1748,139112,6
1749,90965,6
1750,67923,6
1751,182902,6
1752,173839,6
1753,187474,6
1754,65058,6
1755,163599,6
1756,86490,6
1757,78679,6
1758,90034,6
1759,133701,6
1760,92975,6
1761,105433,6
1762,165970,6
1763,94134,6
1764,94156,6
1765,68384,6
1766,70867,6
1767,154190,6
1768,178491,6
1769,22426,6
1770,43363,6
1771,153559,6
1772,28713,6
1773,97709,6
1774,59782,6
1775,31821,6
1776,169083,6
1777,76167,6
1778,158619,6
1779,102886,6
1780,116285,6
1781,165534,6
1782,72014,6
1783,108686,6
1784,168875,6
1785,96320,6
1786,82744,6
1787,134326,6
1788,166026,6
1789,80793,6
1790,172800,6
1791,170868,6
1792,83153,6
1793,135340,6
1794,102304,6
1795,83015,6
1796,87380,6
1797,26662,6
1798,173043,6
1799,18897,6
1800,165484,6
1801,33671,6
1802,89000,6
1803,117273,6
1804,29416,6
1805,95313,6
1806,110394,6
1807,166397,6
1808,152788,6
1809,189175,6
1810,47947,6
1811,73543,6
1812,31294,6
1813,77406,6
1814,15177,6
1815,76093,6
1816,138736,6
1817,128390,6
1818,75233,6
1819,159633,6
1820,47686,6
1821,31746,6
1822,86826,6
1823,170271,6
1824,129669,6
1825,178845,6
1826,93069,6
1827,127910,6
1828,188780,6
1829,136482,6
1830,50792,6
1831,89192,6
1832,86829,6
1833,100555,6
1834,130768,6
1835,179456,6
1836,187404,6
1837,137301,6
1838,103223,6
1839,171621,6
1840,174263,6
1841,47940,6
1842,142187,6
1843,144469,6
1844,45906,6
1845,117986,6
1846,145945,6
1847,102953,6
1848,100308,6
1849,124787,6
1850,114669,6
1851,40461,6
1852,270,6
1853,64570,6
1854,104333,6
1855,15407,6
1856,167180,6
1857,84723,6
1858,64493,6
1859,78993,6
1860,106786,6
1861,13401,6
1862,32524,6
1863,16321,6
1864,183372,6
1865,143276,6
1866,154515,6
1867,130820,6
1868,4075,6
1869,67381,6
1870,104332,6
1871,143926,6
