,node_area,number_reachable
680,91912,48
681,159523,48
682,46825,48
683,132981,48
684,168569,48
685,121678,48
686,45837,48
687,160234,48
688,117941,48
689,92511,48
690,99307,48
691,36733,48
692,13010,48
693,146299,48
694,112360,48
695,152130,48
696,65534,48
697,105456,48
698,60472,48
699,36811,48
700,19197,48
701,6437,48
702,112624,48
703,151929,48
704,50638,48
705,5271,48
706,161868,48
707,146283,48
708,86417,48
709,13587,48
710,111925,48
711,80793,48
712,178819,48
713,7472,48
714,56090,48
715,25498,48
716,154958,48
717,60145,48
718,149939,48
719,60139,48
720,52535,48
721,57806,48
722,186644,48
723,112798,48
724,106634,48
725,8486,48
726,35397,48
727,141734,48
728,170853,48
729,33029,48
730,157507,48
731,91927,48
732,104477,48
733,144777,48
734,76341,48
735,15567,48
736,184935,48
737,164354,48
738,6644,48
739,84326,48
740,141030,48
741,71715,48
742,76102,48
743,115797,48
744,48176,48
745,171888,48
746,125730,48
747,32781,48
748,29067,48
749,42802,48
750,130339,48
751,12186,48
752,104730,48
753,38664,48
754,8242,48
755,100490,48
756,16680,48
757,176480,48
758,25621,48
759,57526,48
760,161968,48
761,173346,48
762,176469,48
763,39303,48
764,186711,48
765,11851,48
766,75545,48
767,189522,48
768,121634,48
769,90178,48
770,100103,48
771,91794,48
772,91790,48
773,184886,48
774,2061,48
775,136516,48
776,93118,48
777,134574,48
778,89664,48
779,106198,48
780,66566,48
781,89253,48
782,60234,48
783,164553,48
784,173318,48
785,178062,48
786,62694,48
787,72665,48
788,165063,48
789,164348,48
790,89585,48
791,65865,48
792,90572,48
793,130520,48
794,146623,48
795,32257,48
796,162479,48
797,46854,48
798,11821,48
799,148233,48
800,115288,48
801,145817,48
802,58881,48
803,7320,48
804,173972,48
805,175901,48
806,170354,48
807,135290,48
808,20551,48
809,139575,48
810,124024,48
811,166811,48
812,139224,48
813,31978,48
814,71991,48
815,91675,48
816,116842,48
817,79796,48
818,84645,48
819,55017,48
820,94958,48
821,147006,48
822,124063,48
823,104934,48
824,180951,48
825,181232,48
826,98935,48
827,73116,48
828,111372,48
829,137882,48
830,105657,48
831,54186,48
832,1114,48
833,132813,48
834,41274,48
835,74160,48
836,61205,48
837,117858,48
838,31067,48
839,124827,48
840,47590,48
841,26011,48
842,30054,48
843,183345,48
844,170998,48
845,165761,48
846,184301,48
847,42642,48
848,170017,48
849,18103,48
850,114301,48
851,188186,48
852,54719,48
853,35002,48
854,49716,48
855,775,48
856,182988,48
857,170206,48
858,82744,48
859,22945,48
860,25925,48
861,116651,48
862,142416,48
863,97853,48
864,84582,48
865,103810,48
866,124523,48
867,12242,48
868,111879,48
869,118616,48
870,13677,48
871,144655,48
872,175893,48
873,38455,48
874,59072,48
875,186111,48
876,167805,48
877,121539,48
878,142660,48
879,147477,48
880,88287,48
881,147343,48
882,118267,48
883,62287,48
884,98649,48
885,28548,48
886,35069,48
887,148418,48
888,10864,48
889,148858,48
890,101469,48
891,184170,48
892,3302,48
893,109260,48
894,28986,48
895,54840,48
896,133948,48
897,153642,48
898,85602,48
899,71292,48
900,138414,48
901,132596,48
902,34606,48
903,81436,48
904,7858,48
905,21020,48
906,21011,48
907,144537,48
908,107469,48
909,63402,48
910,180057,48
911,66632,48
912,189894,48
913,55091,48
914,2460,48
915,125698,48
916,10978,48
917,54729,48
918,165960,48
919,20016,48
920,77569,48
921,118082,48
922,87907,48
923,184977,48
924,32590,48
925,13676,48
926,94990,48
927,110315,47
928,181854,47
929,75207,47
930,41556,47
931,5293,47
932,32664,47
933,90469,47
934,149627,47
935,71940,47
936,168384,47
937,183888,47
938,167272,47
939,37745,47
940,127868,47
941,27873,47
942,126363,47
943,102717,47
944,86294,47
945,74465,47
946,53783,47
947,136137,47
948,45979,47
949,172244,47
950,151733,47
951,49757,47
952,100786,47
953,165365,47
954,20089,47
955,163857,47
956,85721,47
957,30554,47
958,123522,47
959,113256,47
960,71067,47
961,132803,47
962,136685,47
963,128859,47
964,46697,47
965,116269,47
966,119822,47
967,178769,47
968,84375,47
969,147098,47
970,49787,47
971,17287,47
972,165847,47
973,81411,47
974,35729,47
975,96334,47
976,7043,47
977,130309,47
978,52502,47
979,18172,47
980,185623,47
981,71608,47
982,133379,47
983,39147,47
984,161809,47
985,95995,47
986,178480,47
987,181337,47
988,101978,47
989,168672,47
990,64206,47
991,152751,47
992,26458,47
993,105433,47
994,47633,47
995,176864,47
996,42292,47
997,70049,47
998,115122,47
999,175677,47
1000,187197,47
1001,84846,47
1002,75732,47
1003,164664,47
1004,129004,47
1005,21132,47
1006,14083,47
1007,126089,47
1008,83374,47
1009,66372,47
1010,168054,47
1011,4558,47
1012,89242,47
1013,15516,47
1014,81953,47
1015,23379,47
1016,23844,47
1017,182071,47
1018,1414,47
1019,135393,47
1020,43309,47
1021,47872,47
1022,40816,47
1023,183431,47
1024,163664,47
1025,21344,47
1026,11201,47
1027,67902,47
1028,5597,47
1029,145067,47
1030,62475,47
1031,73366,47
1032,133183,47
1033,99174,47
1034,181449,47
1035,146503,47
1036,42454,47
1037,58164,47
1038,82817,47
1039,185089,47
1040,147596,47
1041,26704,47
1042,36762,47
1043,134929,47
1044,79250,47
1045,186488,47
1046,84050,47
1047,16246,47
1048,130413,47
1049,144123,47
1050,162548,47
1051,117727,47
1052,152688,47
1053,141482,47
1054,4213,47
1055,184726,47
1056,139991,47
1057,155944,47
1058,134810,47
1059,171145,47
1060,31576,47
1061,45301,47
1062,98715,47
1063,94659,47
1064,125784,47
1065,140822,47
1066,180153,47
1067,135485,47
1068,167127,47
1069,145930,47
1070,68117,47
1071,10247,47
1072,64154,47
1073,186427,47
1074,5713,47
1075,79205,47
1076,139447,47
1077,143621,47
1078,61592,47
1079,114854,47
1080,161938,47
1081,5692,47
1082,135105,47
1083,158671,47
1084,26656,47
1085,57249,47
1086,138113,47
1087,85580,47
1088,168280,47
1089,41271,47
1090,122151,47
1091,142290,47
1092,162288,47
1093,12629,47
1094,90065,47
1095,39310,47
1096,174442,47
1097,40513,47
1098,102784,47
1099,151965,47
1100,31179,47
1101,26245,47
1102,98913,47
1103,159355,47
1104,5266,47
1105,99727,47
1106,139982,47
1107,165437,47
1108,144309,47
1109,152974,47
1110,12506,47
1111,114406,47
1112,171044,47
1113,57406,47
1114,3520,47
1115,37345,47
1116,114914,47
1117,168707,47
1118,38872,47
1119,188768,47
1120,142378,47
1121,60541,47
1122,131774,47
1123,43172,47
1124,165016,47
1125,55015,47
1126,35666,47
1127,136519,47
1128,88478,47
1129,56049,47
1130,152042,47
1131,116961,47
1132,25356,47
1133,76442,47
1134,183194,47
1135,20546,47
1136,11307,47
1137,96116,47
1138,101077,47
1139,36350,47
1140,63346,47
1141,64388,47
1142,29952,47
1143,184291,47
1144,51485,47
1145,15703,47
1146,14460,47
1147,98572,47
1148,63654,47
1149,173907,47
1150,129836,47
1151,19487,47
1152,83340,47
1153,181001,47
1154,186003,47
1155,186952,47
1156,137120,47
1157,54741,47
1158,70895,47
1159,81818,47
1160,36772,47
1161,35410,47
1162,163070,47
1163,69230,47
1164,90457,47
1165,62253,47
1166,46595,47
1167,136857,47
1168,26044,47
1169,144600,47
1170,88382,47
1171,28918,47
1172,131599,47
1173,58892,47
1174,163429,47
1175,189798,47
1176,105062,47
1177,108431,47
1178,2124,47
1179,56036,47
1180,150541,47
1181,145595,47
1182,88336,47
1183,144460,47
1184,112394,47
1185,178333,47
1186,46925,47
1187,159148,47
1188,72772,47
1189,130188,47
1190,175066,47
1191,156038,47
1192,38983,47
1193,149232,47
1194,103839,47
1195,83499,47
1196,117257,47
1197,101475,47
1198,145763,46
1199,119605,46
1200,18733,46
1201,181782,46
1202,63914,46
1203,103754,46
1204,148294,46
1205,54076,46
1206,149727,46
1207,184425,46
1208,148538,46
1209,17288,46
1210,99681,46
1211,80940,46
1212,82032,46
1213,70732,46
1214,141673,46
1215,25662,46
1216,53421,46
1217,23894,46
1218,112465,46
1219,88758,46
1220,96549,46
1221,99688,46
1222,163775,46
1223,58471,46
1224,87955,46
1225,160587,46
1226,165394,46
1227,5465,46
1228,7162,46
1229,46274,46
1230,36366,46
1231,114669,46
1232,10977,46
1233,168294,46
1234,39506,46
1235,152406,46
1236,178671,46
1237,74173,46
1238,23395,46
1239,145825,46
1240,106380,46
1241,170582,46
1242,187009,46
1243,74949,46
1244,127917,46
1245,124204,46
1246,120972,46
1247,178770,46
1248,36339,46
1249,111551,46
1250,121340,46
1251,93052,46
1252,152053,46
1253,140238,46
1254,133714,46
1255,102923,46
1256,126972,46
1257,162357,46
1258,30874,46
1259,158808,46
1260,110919,46
1261,34422,46
1262,6932,46
1263,147111,46
1264,131360,46
1265,31202,46
1266,92551,46
1267,15589,46
1268,124758,46
1269,137301,46
1270,72717,46
1271,147171,46
1272,140832,46
1273,156,46
1274,96459,46
1275,56664,46
1276,34531,46
1277,45831,46
1278,93162,46
1279,36058,46
1280,188328,46
1281,75596,46
1282,97466,46
1283,156112,46
1284,182010,46
1285,32644,46
1286,111885,46
1287,16481,46
1288,149100,46
1289,142298,46
1290,161906,46
1291,61193,46
1292,46004,46
1293,56496,46
1294,45200,46
1295,59582,46
1296,58726,46
1297,96052,46
1298,81863,46
1299,151799,46
1300,72492,46
1301,85155,46
1302,142545,46
1303,91575,46
1304,86447,46
1305,166078,46
1306,72452,46
1307,164037,46
1308,106786,46
1309,63257,46
1310,51880,46
1311,162555,46
1312,11813,46
1313,12466,46
1314,115292,46
1315,92825,46
1316,126116,46
1317,183560,46
1318,55438,46
1319,167309,46
1320,21636,46
1321,139171,46
1322,18337,46
1323,34632,46
1324,150609,46
1325,56126,46
1326,174772,46
1327,11951,46
1328,180470,46
1329,117324,46
1330,180932,46
1331,171070,46
1332,184748,46
1333,171907,46
1334,96113,46
1335,74784,46
1336,51397,46
1337,92913,46
1338,112513,46
1339,54065,46
1340,154610,46
1341,96466,46
1342,137486,46
1343,119117,46
1344,13990,46
1345,161021,46
1346,72016,46
1347,129222,46
1348,52450,46
1349,150536,46
1350,134435,46
1351,146,46
1352,128863,46
1353,25883,46
1354,34154,46
1355,30322,46
1356,173358,46
1357,16896,46
1358,189411,46
1359,138155,46
1360,154689,46
1361,37052,46
1362,122849,46
1363,57710,46
1364,72857,46
1365,21514,46
1366,84674,46
1367,105721,46
1368,162514,46
1369,154679,46
1370,154791,46
1371,30042,46
1372,130945,46
1373,169140,46
1374,1033,46
1375,1059,46
1376,25387,46
1377,166334,46
1378,132526,46
1379,166734,46
1380,36933,46
1381,34251,46
1382,91210,46
1383,73780,46
1384,163396,46
1385,25514,46
1386,78694,46
1387,149312,46
1388,49620,46
1389,184046,46
1390,95012,46
1391,166125,46
1392,56138,46
1393,17838,46
1394,15845,46
1395,124106,46
1396,175227,46
1397,134898,46
1398,59798,46
1399,1536,46
1400,147413,46
1401,75544,46
1402,40767,46
1403,52512,46
1404,100319,46
1405,77005,46
1406,66667,46
1407,42944,46
1408,87648,46
1409,105317,46
1410,10576,46
1411,175586,46
1412,87344,46
1413,164844,46
1414,97624,46
1415,157157,46
1416,119390,46
1417,37546,46
1418,108519,46
1419,117566,46
1420,62387,46
1421,64811,46
1422,111982,46
1423,12723,46
1424,151633,46
1425,107580,46
1426,95883,46
1427,118172,46
1428,5105,46
1429,100150,46
1430,102188,46
1431,100153,46
1432,325,46
1433,88208,46
1434,66701,46
1435,53962,46
1436,158274,46
1437,90834,46
1438,163307,46
1439,186046,46
1440,123536,46
1441,180078,46
1442,129783,46
1443,101377,46
1444,116856,46
1445,101695,46
1446,3553,46
1447,70361,46
1448,138944,46
1449,190407,46
1450,155254,46
1451,117703,46
1452,47623,46
1453,72874,46
1454,8220,46
1455,155768,46
1456,122661,46
1457,133852,46
1458,34362,46
1459,13240,46
1460,98001,46
1461,92513,46
1462,57038,46
1463,11325,46
1464,39613,46
1465,32148,46
1466,151837,46
1467,176482,46
1468,118153,46
1469,94779,46
1470,39294,46
1471,73933,46
1472,108710,46
1473,43208,46
1474,13862,46
1475,139854,46
1476,157740,46
1477,133754,46
1478,72099,46
1479,59375,46
1480,161159,46
1481,1834,46
1482,104541,46
1483,31277,46
1484,15932,46
1485,26889,46
1486,165811,46
1487,117517,46
1488,12301,46
1489,172933,46
1490,32506,46
1491,128507,46
1492,29470,46
1493,151009,46
1494,127370,46
1495,92373,46
1496,70108,46
1497,68539,46
1498,102484,46
1499,181100,46
1500,45069,46
1501,26221,46
1502,33807,46
1503,183666,46
1504,7125,46
1505,25449,46
1506,137083,46
1507,182096,46
1508,30526,46
1509,93779,46
1510,31586,46
1511,28387,46
1512,63469,46
1513,96074,46
1514,179854,46
1515,149567,46
1516,121948,46
1517,94856,46
1518,174824,46
1519,169663,46
1520,105918,46
1521,45977,46
1522,64013,46
1523,53729,46
1524,98420,46
1525,54894,46
1526,33992,46
1527,1264,46
1528,21489,46
1529,9796,46
1530,179756,46
1531,157235,46
1532,3271,46
1533,165863,46
1534,65215,46
1535,189547,46
1536,3899,46
1537,105267,46
1538,185303,46
1539,42897,46
1540,94365,45
1541,98237,45
1542,27753,45
1543,50860,45
1544,169781,45
1545,36237,45
1546,3152,45
1547,176254,45
1548,59782,45
1549,6049,45
1550,18609,45
1551,30023,45
1552,93613,45
1553,121763,45
1554,48888,45
1555,42879,45
1556,36000,45
1557,150792,45
1558,101153,45
1559,117617,45
1560,132542,45
1561,22431,45
1562,46066,45
1563,95769,45
1564,7936,45
1565,24136,45
1566,28689,45
1567,9729,45
1568,56742,45
1569,143421,45
1570,104595,45
1571,17544,45
1572,90276,45
1573,99158,45
1574,153926,45
1575,121617,45
1576,159275,45
1577,165363,45
1578,66173,45
1579,109325,45
1580,83346,45
1581,78624,45
1582,21871,45
1583,146256,45
1584,102234,45
1585,129635,45
1586,4366,45
1587,54442,45
1588,132482,45
1589,72976,45
1590,124855,45
1591,163419,45
1592,261,45
1593,48390,45
1594,180382,45
1595,153821,45
1596,35311,45
1597,46194,45
1598,53255,45
1599,110677,45
1600,30268,45
1601,92508,45
1602,7743,45
1603,188427,45
1604,146364,45
1605,43101,45
1606,128158,45
1607,135206,45
1608,139583,45
1609,174648,45
1610,146914,45
1611,183945,45
1612,140264,45
1613,67936,45
1614,154496,45
1615,82018,45
1616,123725,45
1617,80796,45
1618,176001,45
1619,133674,45
1620,52789,45
1621,158601,45
1622,75285,45
1623,76870,45
1624,25932,45
1625,81534,45
1626,69937,45
1627,58667,45
1628,112047,45
1629,170507,45
1630,102486,45
1631,162462,45
1632,104223,45
1633,82242,45
1634,131000,45
1635,82667,45
1636,143874,45
1637,126607,45
1638,115031,45
1639,3331,45
1640,74339,45
1641,140956,45
1642,150100,45
1643,8070,45
1644,11078,45
1645,174771,45
1646,109524,45
1647,132459,45
1648,83566,45
1649,165662,45
1650,126061,45
1651,60263,45
1652,170015,45
1653,141500,45
1654,105661,45
1655,58783,45
1656,110925,45
1657,16652,45
1658,170000,45
1659,187429,45
1660,14107,45
1661,165691,45
1662,125842,45
1663,100151,45
1664,93897,45
1665,176630,45
1666,31172,45
1667,145458,45
1668,28063,45
1669,144413,45
1670,38535,45
1671,187464,45
1672,97493,45
1673,165970,45
1674,115772,45
1675,139761,45
1676,89818,45
1677,108744,45
1678,48947,45
1679,111812,45
1680,1477,45
1681,142857,45
1682,100487,45
1683,165032,45
1684,175862,45
1685,66686,45
1686,14406,45
1687,10474,45
1688,14708,45
1689,34450,45
1690,130692,45
1691,81271,45
1692,80389,45
1693,67941,45
1694,86899,45
1695,133552,45
1696,57604,45
1697,80,45
1698,75200,45
1699,78305,45
1700,172537,45
1701,44649,45
1702,79029,45
1703,42566,45
1704,144939,45
1705,179662,45
1706,83626,45
1707,54420,45
1708,65346,45
1709,178463,45
1710,21115,45
1711,50615,45
1712,115340,45
1713,77178,45
1714,153637,45
1715,118495,45
1716,33171,45
1717,45147,45
1718,145945,45
1719,172049,45
1720,32743,45
1721,55536,45
1722,188780,45
1723,36416,45
1724,150147,45
1725,176859,45
1726,74748,45
1727,149729,45
1728,158303,45
1729,114357,45
1730,31082,45
1731,85251,45
1732,95079,45
1733,126443,45
1734,185516,45
1735,151008,45
1736,123755,45
1737,58142,45
1738,25530,45
1739,138510,45
1740,171498,45
1741,123929,45
1742,107954,45
1743,124589,45
1744,52684,45
1745,127270,45
1746,30749,45
1747,43724,45
1748,162557,45
1749,27535,45
1750,8683,45
1751,64570,45
1752,7863,45
1753,98746,45
1754,18772,45
1755,155356,45
1756,179517,45
1757,9443,45
1758,55648,45
1759,14712,45
1760,137493,45
1761,177683,45
1762,22467,45
1763,77380,45
1764,137756,45
1765,94715,45
1766,171579,45
1767,83904,45
1768,65388,45
1769,80577,45
1770,94313,45
1771,121740,45
1772,151528,45
1773,110314,45
1774,44108,45
1775,128842,45
1776,98040,45
1777,33019,45
1778,37557,45
1779,170433,45
1780,179467,45
1781,109358,45
1782,52843,45
1783,51060,45
1784,183786,45
1785,102373,45
1786,187799,45
1787,34629,45
1788,91942,45
1789,169068,45
1790,120806,45
1791,174124,45
1792,158886,45
1793,88351,45
1794,65315,45
1795,37555,45
1796,95315,45
1797,77249,45
1798,73909,45
1799,167815,45
1800,92702,45
1801,71825,45
1802,181480,45
1803,180623,45
1804,115017,45
1805,141318,45
1806,92975,45
1807,170265,45
1808,178241,45
1809,151095,45
1810,66551,45
1811,134717,45
1812,185877,45
1813,101287,45
1814,131684,45
1815,29827,45
1816,63726,45
1817,2332,45
1818,87806,45
1819,44822,45
1820,137840,45
1821,144870,45
1822,114884,45
1823,93804,45
1824,9578,45
1825,185012,45
1826,77376,45
1827,159594,45
1828,64497,45
1829,90000,45
1830,143334,45
1831,15250,45
1832,183453,45
1833,169746,45
1834,19402,45
1835,169071,45
1836,72020,45
1837,3667,45
1838,185051,45
1839,4183,45
1840,75659,45
1841,90870,45
1842,12358,45
1843,105353,45
1844,253,45
1845,157663,45
1846,41815,45
1847,125062,45
1848,40286,45
1849,68863,45
1850,74517,45
1851,71442,45
1852,138683,45
1853,137569,45
1854,186384,45
1855,65361,45
1856,79695,45
1857,126732,45
1858,800,45
1859,149195,45
1860,151908,45
1861,147263,45
1862,104523,45
1863,146634,45
1864,97802,45
1865,134071,45
1866,124966,45
1867,152062,45
1868,179670,45
1869,95479,45
1870,83766,45
1871,139436,44
