,ori,lo_transittime
547,2609.0,26.0
548,2610.0,20.0
549,2615.0,9.0
550,2619.0,13.0
551,2620.0,7.0
552,2623.0,4.0
553,2627.0,10.0
554,2631.0,18.0
555,2637.0,5.0
556,2643.0,11.0
557,2645.0,7.0
558,2646.0,13.0
559,2649.0,11.0
560,2650.0,21.0
561,2663.0,12.0
562,2666.0,10.0
563,2671.0,24.0
564,2676.0,8.0
565,2682.0,9.0
566,2684.0,11.0
567,2694.0,3.0
568,2710.0,12.0
569,2715.0,14.0
570,2716.0,5.0
571,2717.0,12.0
572,2740.0,11.0
573,2749.0,11.0
574,2754.0,19.0
575,2755.0,8.0
576,2758.0,21.0
577,2762.0,22.0
578,2774.0,16.0
579,2797.0,26.0
580,2799.0,9.0
581,2801.0,5.0
582,2805.0,6.0
583,2811.0,13.0
584,2817.0,22.0
585,2824.0,11.0
586,2826.0,16.0
587,2837.0,13.0
588,2840.0,3.0
589,2842.0,20.0
590,2843.0,15.0
591,2850.0,17.0
592,2862.0,13.0
593,2865.0,8.0
594,2876.0,14.0
595,2878.0,21.0
596,2881.0,17.0
597,2882.0,27.0
598,2884.0,10.0
599,2887.0,9.0
600,2891.0,13.0
601,2893.0,10.0
602,2909.0,17.0
603,2912.0,12.0
604,2915.0,23.0
605,2923.0,28.0
606,2926.0,12.0
607,2927.0,17.0
608,2938.0,15.0
609,2939.0,2.0
610,2941.0,18.0
611,2946.0,21.0
612,2952.0,16.0
613,2953.0,12.0
614,2955.0,19.0
615,2960.0,25.0
616,2961.0,16.0
617,2966.0,12.0
618,2971.0,10.0
619,2973.0,17.0
620,2975.0,14.0
621,2982.0,18.0
622,2989.0,15.0
623,2995.0,2.0
624,2997.0,11.0
625,3001.0,22.0
626,3008.0,5.0
627,3014.0,21.0
628,3015.0,20.0
629,3022.0,18.0
630,3026.0,27.0
631,3034.0,15.0
632,3051.0,11.0
633,3057.0,13.0
634,3061.0,11.0
635,3065.0,24.0
636,3066.0,21.0
637,3073.0,12.0
638,3076.0,9.0
639,3079.0,27.0
640,3084.0,19.0
641,3087.0,6.0
642,3088.0,7.0
643,3089.0,23.0
644,3093.0,19.0
645,3094.0,5.0
646,3105.0,14.0
647,3108.0,16.0
648,3110.0,12.0
649,3114.0,14.0
650,3116.0,16.0
651,3122.0,8.0
652,3124.0,12.0
653,3134.0,15.0
654,3136.0,12.0
655,3138.0,14.0
656,3140.0,11.0
657,3141.0,11.0
658,3142.0,24.0
659,3143.0,19.0
660,3152.0,8.0
661,3154.0,16.0
662,3163.0,25.0
663,3165.0,10.0
664,3167.0,18.0
665,3169.0,11.0
666,3171.0,14.0
667,3177.0,28.0
668,3179.0,20.0
669,3188.0,13.0
670,3190.0,18.0
671,3191.0,7.0
672,3192.0,18.0
673,3196.0,18.0
674,3197.0,4.0
675,3203.0,12.0
676,3212.0,13.0
677,3215.0,14.0
678,3217.0,15.0
679,3225.0,14.0
680,3227.0,8.0
681,3232.0,12.0
682,3243.0,17.0
683,3244.0,18.0
684,3245.0,30.0
685,3248.0,18.0
686,3251.0,13.0
687,3259.0,11.0
688,3261.0,21.0
689,3263.0,18.0
690,3265.0,7.0
691,3268.0,26.0
692,3269.0,12.0
693,3271.0,6.0
694,3275.0,5.0
695,3277.0,19.0
696,3281.0,13.0
697,3285.0,13.0
698,3293.0,13.0
699,3294.0,4.0
700,3296.0,18.0
701,3301.0,11.0
702,3302.0,10.0
703,3311.0,16.0
704,3314.0,27.0
705,3331.0,8.0
706,3343.0,7.0
707,3344.0,8.0
708,3346.0,20.0
709,3347.0,11.0
710,3350.0,19.0
711,3352.0,17.0
712,3354.0,12.0
713,3362.0,6.0
714,3363.0,11.0
715,3364.0,13.0
716,3366.0,14.0
717,3383.0,11.0
718,3387.0,10.0
719,3388.0,27.0
720,3394.0,22.0
721,3416.0,20.0
722,3419.0,12.0
723,3426.0,16.0
724,3439.0,4.0
725,3442.0,23.0
726,3457.0,12.0
727,3463.0,16.0
728,3467.0,8.0
729,3475.0,10.0
730,3483.0,27.0
731,3487.0,8.0
732,3489.0,16.0
733,3498.0,9.0
734,3516.0,1.0
735,3520.0,4.0
736,3522.0,23.0
737,3527.0,8.0
738,3529.0,21.0
739,3532.0,12.0
740,3541.0,6.0
741,3542.0,20.0
742,3545.0,16.0
743,3550.0,17.0
744,3551.0,14.0
745,3553.0,7.0
746,3554.0,8.0
747,3558.0,18.0
748,3559.0,14.0
749,3560.0,23.0
750,3564.0,13.0
751,3577.0,10.0
752,3592.0,15.0
753,3594.0,18.0
754,3603.0,16.0
755,3607.0,5.0
756,3608.0,28.0
757,3610.0,21.0
758,3615.0,19.0
759,3619.0,6.0
760,3626.0,25.0
761,3628.0,17.0
762,3633.0,15.0
763,3634.0,16.0
764,3640.0,19.0
765,3641.0,17.0
766,3644.0,20.0
767,3655.0,10.0
768,3662.0,14.0
769,3668.0,12.0
770,3671.0,27.0
771,3678.0,16.0
772,3681.0,17.0
773,3682.0,29.0
774,3691.0,27.0
775,3694.0,17.0
776,3695.0,21.0
777,3700.0,11.0
778,3706.0,14.0
779,3707.0,20.0
780,3712.0,17.0
781,3714.0,14.0
782,3721.0,26.0
783,3722.0,15.0
784,3723.0,8.0
785,3724.0,16.0
786,3734.0,20.0
787,3741.0,7.0
788,3743.0,9.0
789,3749.0,11.0
790,3751.0,13.0
791,3753.0,12.0
792,3755.0,22.0
793,3756.0,12.0
794,3764.0,19.0
795,3765.0,19.0
796,3784.0,23.0
797,3792.0,8.0
798,3797.0,7.0
799,3799.0,14.0
800,3800.0,18.0
801,3803.0,11.0
802,3810.0,10.0
803,3814.0,25.0
804,3815.0,6.0
805,3819.0,17.0
806,3820.0,18.0
807,3822.0,16.0
808,3825.0,8.0
809,3826.0,10.0
810,3830.0,20.0
811,3832.0,20.0
812,3834.0,19.0
813,3839.0,24.0
814,3841.0,9.0
815,3847.0,15.0
816,3856.0,18.0
817,3867.0,24.0
818,3876.0,11.0
819,3880.0,24.0
820,3881.0,16.0
821,3884.0,13.0
822,3889.0,11.0
823,3892.0,16.0
824,3893.0,13.0
825,3899.0,12.0
826,3901.0,12.0
827,3909.0,17.0
828,3922.0,13.0
829,3923.0,11.0
830,3924.0,22.0
831,3927.0,14.0
832,3928.0,23.0
833,3933.0,16.0
834,3935.0,11.0
835,3938.0,12.0
836,3943.0,18.0
837,3950.0,9.0
838,3953.0,20.0
839,3956.0,19.0
840,3958.0,13.0
841,3964.0,10.0
842,3971.0,28.0
843,3972.0,20.0
844,3977.0,29.0
845,3982.0,13.0
846,3987.0,25.0
847,3988.0,12.0
848,3992.0,13.0
849,3993.0,6.0
850,3994.0,14.0
851,3997.0,16.0
852,4006.0,12.0
853,4009.0,16.0
854,4017.0,19.0
855,4034.0,25.0
856,4044.0,27.0
857,4053.0,7.0
858,4060.0,12.0
859,4063.0,14.0
860,4065.0,14.0
861,4069.0,23.0
862,4070.0,4.0
863,4074.0,15.0
864,4075.0,15.0
865,4081.0,7.0
866,4087.0,21.0
867,4089.0,16.0
868,4107.0,7.0
869,4112.0,9.0
870,4115.0,18.0
871,4118.0,19.0
872,4121.0,20.0
873,4132.0,5.0
874,4136.0,14.0
875,4141.0,9.0
876,4144.0,28.0
877,4153.0,11.0
878,4157.0,14.0
879,4164.0,18.0
880,4170.0,9.0
881,4175.0,12.0
882,4182.0,14.0
883,4183.0,3.0
884,4185.0,6.0
885,4188.0,8.0
886,4189.0,9.0
887,4197.0,27.0
888,4201.0,13.0
889,4205.0,15.0
890,4210.0,17.0
891,4213.0,16.0
892,4219.0,28.0
893,4221.0,11.0
894,4224.0,8.0
895,4226.0,11.0
896,4230.0,12.0
897,4241.0,24.0
898,4243.0,11.0
899,4246.0,15.0
900,4250.0,14.0
901,4251.0,7.0
902,4255.0,21.0
903,4262.0,13.0
904,4273.0,12.0
905,4274.0,16.0
906,4282.0,15.0
907,4283.0,16.0
908,4285.0,13.0
909,4294.0,19.0
910,4296.0,16.0
911,4297.0,11.0
912,4302.0,13.0
913,4305.0,9.0
914,4310.0,7.0
915,4317.0,10.0
916,4318.0,2.0
917,4323.0,9.0
918,4335.0,20.0
919,4340.0,16.0
920,4347.0,11.0
921,4354.0,7.0
922,4360.0,7.0
923,4362.0,27.0
924,4363.0,11.0
925,4364.0,23.0
926,4366.0,2.0
927,4368.0,15.0
928,4377.0,21.0
929,4378.0,9.0
930,4379.0,25.0
931,4381.0,20.0
932,4382.0,17.0
933,4384.0,18.0
934,4385.0,17.0
935,4389.0,5.0
936,4396.0,22.0
937,4411.0,14.0
938,4412.0,15.0
939,4415.0,18.0
940,4416.0,17.0
941,4421.0,19.0
942,4423.0,13.0
943,4430.0,10.0
944,4433.0,12.0
945,4434.0,15.0
946,4445.0,13.0
947,4464.0,18.0
948,4480.0,13.0
949,4481.0,13.0
950,4483.0,13.0
951,4484.0,9.0
952,4486.0,24.0
953,4492.0,14.0
954,4494.0,8.0
955,4501.0,12.0
956,4504.0,18.0
957,4507.0,2.0
958,4508.0,18.0
959,4529.0,19.0
960,4532.0,10.0
961,4537.0,16.0
962,4538.0,8.0
963,4545.0,12.0
964,4553.0,7.0
965,4558.0,10.0
966,4560.0,10.0
967,4567.0,11.0
968,4569.0,19.0
969,4573.0,8.0
970,4575.0,15.0
971,4580.0,25.0
972,4581.0,12.0
973,4588.0,22.0
974,4591.0,20.0
975,4603.0,13.0
976,4604.0,17.0
977,4605.0,10.0
978,4606.0,7.0
979,4607.0,13.0
980,4609.0,19.0
981,4610.0,14.0
982,4612.0,9.0
983,4615.0,16.0
984,4618.0,8.0
985,4620.0,13.0
986,4627.0,9.0
987,4638.0,7.0
988,4639.0,24.0
989,4640.0,22.0
990,4650.0,14.0
991,4652.0,3.0
992,4653.0,13.0
993,4657.0,13.0
994,4661.0,3.0
995,4675.0,14.0
996,4679.0,10.0
997,4689.0,10.0
998,4691.0,19.0
999,4693.0,7.0
1000,4698.0,15.0
1001,4703.0,13.0
1002,4704.0,4.0
1003,4709.0,21.0
1004,4711.0,14.0
1005,4716.0,7.0
1006,4717.0,25.0
1007,4718.0,13.0
1008,4728.0,5.0
1009,4735.0,17.0
1010,4736.0,4.0
1011,4750.0,21.0
1012,4751.0,25.0
1013,4765.0,30.0
1014,4779.0,14.0
1015,4793.0,8.0
1016,4804.0,13.0
1017,4809.0,11.0
1018,4812.0,23.0
1019,4817.0,18.0
1020,4824.0,14.0
1021,4837.0,19.0
1022,4840.0,20.0
1023,4845.0,17.0
1024,4847.0,18.0
1025,4849.0,25.0
1026,4851.0,15.0
1027,4852.0,19.0
1028,4855.0,12.0
1029,4857.0,19.0
1030,4861.0,18.0
1031,4862.0,28.0
1032,4863.0,16.0
1033,4870.0,21.0
1034,4872.0,11.0
1035,4882.0,8.0
1036,4885.0,19.0
1037,4890.0,12.0
1038,4893.0,16.0
1039,4896.0,22.0
1040,4897.0,17.0
1041,4900.0,10.0
1042,4906.0,20.0
1043,4908.0,12.0
1044,4909.0,16.0
1045,4915.0,23.0
1046,4927.0,10.0
1047,4930.0,10.0
1048,4931.0,8.0
1049,4932.0,5.0
1050,4933.0,12.0
1051,4936.0,8.0
1052,4941.0,27.0
1053,4942.0,23.0
1054,4948.0,13.0
1055,4951.0,18.0
1056,4953.0,22.0
1057,4954.0,8.0
1058,4959.0,13.0
1059,4960.0,17.0
1060,4967.0,21.0
1061,4968.0,19.0
1062,4976.0,23.0
1063,4979.0,29.0
1064,4980.0,14.0
1065,4981.0,10.0
1066,4982.0,7.0
1067,4984.0,15.0
1068,4989.0,13.0
1069,4991.0,14.0
1070,4992.0,13.0
1071,4993.0,23.0
1072,4994.0,7.0
1073,4997.0,17.0
1074,5000.0,6.0
1075,5001.0,14.0
1076,5012.0,11.0
1077,5013.0,7.0
1078,5015.0,17.0
1079,5016.0,4.0
1080,5025.0,14.0
1081,5026.0,8.0
1082,5030.0,11.0
1083,5040.0,21.0
1084,5046.0,4.0
1085,5050.0,13.0
1086,5060.0,11.0
1087,5069.0,8.0
1088,5077.0,18.0
1089,5079.0,22.0
1090,5081.0,14.0
1091,5086.0,18.0
1092,5090.0,11.0
1093,5096.0,15.0
1094,5097.0,19.0
1095,5104.0,7.0
1096,5105.0,10.0
1097,5108.0,6.0
1098,5110.0,15.0
1099,5112.0,6.0
1100,5120.0,10.0
1101,5137.0,18.0
1102,5140.0,9.0
1103,5143.0,17.0
1104,5147.0,8.0
1105,5151.0,6.0
1106,5154.0,13.0
1107,5161.0,24.0
1108,5162.0,12.0
1109,5164.0,16.0
1110,5165.0,6.0
1111,5166.0,9.0
1112,5167.0,5.0
1113,5168.0,9.0
1114,5172.0,19.0
1115,5180.0,14.0
1116,5181.0,17.0
1117,5185.0,29.0
1118,5186.0,19.0
1119,5189.0,16.0
1120,5191.0,14.0
1121,5197.0,26.0
1122,5201.0,17.0
1123,5204.0,17.0
1124,5221.0,12.0
1125,5224.0,15.0
1126,5229.0,11.0
1127,5234.0,3.0
1128,5236.0,17.0
1129,5254.0,8.0
1130,5266.0,15.0
1131,5271.0,11.0
1132,5275.0,10.0
1133,5288.0,11.0
1134,5293.0,8.0
1135,5301.0,16.0
1136,5310.0,17.0
1137,5327.0,14.0
1138,5341.0,11.0
1139,5345.0,11.0
1140,5346.0,7.0
1141,5349.0,10.0
1142,5350.0,28.0
1143,5354.0,4.0
1144,5366.0,15.0
1145,5368.0,14.0
1146,5374.0,9.0
1147,5377.0,9.0
1148,5385.0,13.0
1149,5388.0,19.0
1150,5391.0,25.0
1151,5399.0,11.0
1152,5400.0,27.0
1153,5404.0,9.0
1154,5407.0,7.0
1155,5417.0,15.0
1156,5419.0,8.0
1157,5432.0,13.0
1158,5433.0,13.0
1159,5434.0,10.0
1160,5444.0,6.0
1161,5447.0,14.0
1162,5450.0,4.0
1163,5453.0,19.0
1164,5454.0,19.0
1165,5459.0,17.0
1166,5461.0,13.0
1167,5465.0,12.0
1168,5467.0,23.0
1169,5468.0,17.0
1170,5471.0,14.0
1171,5476.0,16.0
1172,5480.0,17.0
1173,5485.0,15.0
1174,5507.0,8.0
1175,5513.0,15.0
1176,5515.0,16.0
1177,5518.0,25.0
1178,5520.0,14.0
1179,5525.0,17.0
1180,5547.0,13.0
1181,5556.0,21.0
1182,5558.0,8.0
1183,5559.0,8.0
1184,5563.0,16.0
1185,5568.0,16.0
1186,5570.0,16.0
1187,5575.0,10.0
1188,5582.0,11.0
1189,5586.0,17.0
1190,5587.0,20.0
1191,5589.0,26.0
1192,5597.0,8.0
1193,5603.0,27.0
1194,5612.0,19.0
1195,5613.0,25.0
1196,5614.0,20.0
1197,5631.0,7.0
1198,5635.0,20.0
1199,5645.0,8.0
1200,5659.0,25.0
1201,5665.0,17.0
1202,5666.0,16.0
1203,5669.0,22.0
1204,5673.0,6.0
1205,5674.0,24.0
1206,5685.0,4.0
1207,5686.0,13.0
1208,5687.0,20.0
1209,5690.0,12.0
1210,5692.0,13.0
1211,5693.0,12.0
1212,5699.0,14.0
1213,5710.0,17.0
1214,5711.0,3.0
1215,5713.0,8.0
1216,5716.0,22.0
1217,5717.0,13.0
1218,5718.0,10.0
1219,5719.0,14.0
1220,5727.0,16.0
1221,5735.0,10.0
1222,5739.0,14.0
1223,5748.0,5.0
1224,5756.0,23.0
1225,5775.0,20.0
1226,5776.0,12.0
1227,5777.0,21.0
1228,5779.0,1.0
1229,5784.0,14.0
1230,5785.0,27.0
1231,5792.0,5.0
1232,5805.0,14.0
1233,5807.0,3.0
1234,5826.0,5.0
1235,5834.0,27.0
1236,5839.0,18.0
1237,5843.0,13.0
1238,5850.0,29.0
1239,5856.0,24.0
1240,5858.0,10.0
1241,5859.0,6.0
1242,5860.0,8.0
1243,5865.0,21.0
1244,5873.0,9.0
1245,5875.0,20.0
1246,5878.0,28.0
1247,5882.0,23.0
1248,5883.0,16.0
1249,5885.0,24.0
1250,5886.0,19.0
1251,5895.0,9.0
1252,5900.0,13.0
1253,5904.0,8.0
1254,5914.0,14.0
1255,5916.0,11.0
1256,5920.0,16.0
1257,5927.0,11.0
1258,5936.0,6.0
1259,5937.0,21.0
1260,5945.0,17.0
1261,5946.0,8.0
1262,5947.0,12.0
1263,5954.0,19.0
1264,5968.0,5.0
