,ori,hi_access
740,8345.0,29.0
741,152310.0,26.0
742,9100.0,26.0
743,115679.0,32.0
744,188731.0,26.0
745,89399.0,29.0
746,112436.0,28.0
747,112339.0,27.0
748,45513.0,31.0
749,29567.0,34.0
750,122104.0,30.0
751,124338.0,30.0
752,78933.0,30.0
753,103070.0,27.0
754,109478.0,29.0
755,20618.0,28.0
756,125706.0,29.0
757,139468.0,30.0
758,38032.0,25.0
759,141523.0,26.0
760,23907.0,29.0
761,112368.0,25.0
762,148565.0,26.0
763,51868.0,26.0
764,140769.0,28.0
765,114573.0,25.0
766,78506.0,32.0
767,163803.0,26.0
768,114578.0,29.0
769,13189.0,31.0
770,115749.0,30.0
771,186957.0,25.0
772,81849.0,29.0
773,159539.0,27.0
774,145909.0,29.0
775,60288.0,30.0
776,43288.0,25.0
777,24432.0,25.0
778,177933.0,25.0
779,111991.0,28.0
780,79415.0,28.0
781,143803.0,31.0
782,120097.0,28.0
783,52647.0,28.0
784,179587.0,30.0
785,143369.0,30.0
786,160038.0,29.0
787,116596.0,25.0
788,41342.0,26.0
789,69266.0,25.0
790,33340.0,30.0
791,126979.0,25.0
792,51056.0,25.0
793,188604.0,27.0
794,80970.0,29.0
795,156605.0,30.0
796,137186.0,25.0
797,20445.0,26.0
798,17777.0,25.0
799,162356.0,26.0
800,5112.0,26.0
801,50940.0,25.0
802,188721.0,26.0
803,142188.0,28.0
804,144958.0,34.0
805,181514.0,28.0
806,5000.0,33.0
807,138441.0,25.0
808,141934.0,27.0
809,71174.0,28.0
810,10183.0,28.0
811,178677.0,25.0
812,189836.0,30.0
813,130709.0,30.0
814,61139.0,30.0
815,7542.0,25.0
816,43584.0,26.0
817,71866.0,25.0
818,26877.0,25.0
819,91849.0,28.0
820,155476.0,32.0
821,97494.0,26.0
822,91158.0,28.0
823,45538.0,29.0
824,76508.0,25.0
825,104229.0,30.0
826,154119.0,25.0
827,104260.0,30.0
828,159601.0,32.0
829,170537.0,30.0
830,22366.0,29.0
831,109195.0,31.0
832,47308.0,27.0
833,88865.0,25.0
834,40361.0,26.0
835,27307.0,27.0
836,30726.0,25.0
837,60484.0,25.0
838,22640.0,26.0
839,146167.0,25.0
