,ori,lo_transittime
594,1352.0,8.0
595,1356.0,4.0
596,1358.0,9.0
597,1359.0,13.0
598,1365.0,5.0
599,1371.0,12.0
600,1372.0,12.0
601,1375.0,18.0
602,1379.0,15.0
603,1385.0,4.0
604,1388.0,12.0
605,1391.0,8.0
606,1392.0,27.0
607,1393.0,20.0
608,1394.0,21.0
609,1399.0,6.0
610,1400.0,9.0
611,1402.0,6.0
612,1404.0,5.0
613,1406.0,9.0
614,1407.0,10.0
615,1409.0,9.0
616,1410.0,23.0
617,1411.0,4.0
618,1412.0,13.0
619,1413.0,5.0
620,1414.0,8.0
621,1415.0,9.0
622,1419.0,10.0
623,1421.0,7.0
624,1422.0,3.0
625,1423.0,15.0
626,1426.0,10.0
627,1431.0,11.0
628,1432.0,11.0
629,1442.0,15.0
630,1446.0,7.0
631,1451.0,9.0
632,1460.0,3.0
633,1463.0,4.0
634,1465.0,8.0
635,1467.0,10.0
636,1473.0,12.0
637,1475.0,11.0
638,1476.0,5.0
639,1477.0,11.0
640,1482.0,18.0
641,1483.0,3.0
642,1487.0,18.0
643,1488.0,7.0
644,1489.0,8.0
645,1492.0,17.0
646,1493.0,11.0
647,1494.0,11.0
648,1497.0,5.0
649,1503.0,2.0
650,1504.0,12.0
651,1505.0,24.0
652,1506.0,9.0
653,1509.0,19.0
654,1515.0,9.0
655,1516.0,19.0
656,1517.0,6.0
657,1518.0,11.0
658,1521.0,14.0
659,1522.0,4.0
660,1525.0,14.0
661,1526.0,4.0
662,1527.0,7.0
663,1529.0,13.0
664,1531.0,5.0
665,1533.0,15.0
666,1534.0,17.0
667,1536.0,6.0
668,1537.0,14.0
669,1538.0,11.0
670,1541.0,9.0
671,1543.0,12.0
672,1545.0,15.0
673,1550.0,10.0
674,1551.0,16.0
675,1557.0,12.0
676,1564.0,4.0
677,1565.0,13.0
678,1566.0,8.0
679,1567.0,6.0
680,1570.0,5.0
681,1571.0,13.0
682,1572.0,6.0
683,1574.0,27.0
684,1575.0,15.0
685,1578.0,19.0
686,1587.0,0.0
687,1589.0,15.0
688,1590.0,8.0
689,1591.0,4.0
690,1592.0,8.0
691,1594.0,6.0
692,1601.0,7.0
693,1606.0,3.0
694,1613.0,7.0
695,1614.0,18.0
696,1618.0,14.0
697,1619.0,10.0
698,1621.0,17.0
699,1625.0,8.0
700,1630.0,18.0
701,1635.0,12.0
702,1636.0,17.0
703,1639.0,4.0
704,1640.0,8.0
705,1642.0,10.0
706,1644.0,13.0
707,1645.0,15.0
708,1647.0,8.0
709,1648.0,14.0
710,1650.0,3.0
711,1651.0,13.0
712,1652.0,11.0
713,1653.0,10.0
714,1655.0,10.0
715,1660.0,2.0
716,1662.0,7.0
717,1664.0,20.0
718,1667.0,11.0
719,1668.0,13.0
720,1670.0,9.0
721,1671.0,14.0
722,1673.0,10.0
723,1674.0,7.0
724,1676.0,26.0
725,1677.0,10.0
726,1678.0,4.0
727,1679.0,8.0
728,1680.0,8.0
729,1681.0,9.0
730,1684.0,5.0
731,1685.0,10.0
732,1688.0,8.0
733,1696.0,22.0
734,1697.0,13.0
735,1698.0,6.0
736,1699.0,9.0
737,1700.0,6.0
738,1703.0,12.0
739,1707.0,5.0
740,1708.0,3.0
741,1715.0,21.0
742,1716.0,8.0
743,1719.0,14.0
744,1721.0,17.0
745,1722.0,22.0
746,1724.0,10.0
747,1725.0,9.0
748,1728.0,4.0
749,1732.0,15.0
750,1736.0,9.0
751,1738.0,12.0
752,1739.0,3.0
753,1742.0,11.0
754,1743.0,15.0
755,1746.0,15.0
756,1747.0,6.0
757,1749.0,14.0
758,1752.0,6.0
759,1756.0,12.0
760,1758.0,9.0
761,1759.0,3.0
762,1761.0,11.0
763,1763.0,5.0
764,1771.0,11.0
765,1772.0,9.0
766,1777.0,5.0
767,1779.0,15.0
768,1782.0,9.0
769,1784.0,9.0
770,1789.0,9.0
771,1791.0,22.0
772,1793.0,9.0
773,1796.0,8.0
774,1799.0,23.0
775,1800.0,15.0
776,1802.0,7.0
777,1804.0,20.0
778,1808.0,11.0
779,1810.0,17.0
780,1811.0,7.0
781,1812.0,8.0
782,1813.0,9.0
783,1814.0,23.0
784,1816.0,6.0
785,1817.0,14.0
786,1818.0,15.0
787,1820.0,9.0
788,1822.0,6.0
789,1823.0,8.0
790,1827.0,18.0
791,1828.0,17.0
792,1834.0,5.0
793,1835.0,4.0
794,1836.0,16.0
795,1841.0,16.0
796,1842.0,4.0
797,1843.0,18.0
798,1844.0,16.0
799,1845.0,7.0
800,1852.0,7.0
801,1853.0,13.0
802,1854.0,23.0
803,1857.0,5.0
804,1860.0,12.0
805,1861.0,5.0
806,1862.0,7.0
807,1865.0,11.0
808,1866.0,5.0
809,1869.0,5.0
810,1871.0,9.0
811,1874.0,9.0
812,1875.0,12.0
813,1876.0,11.0
814,1885.0,8.0
815,1886.0,4.0
816,1887.0,14.0
817,1888.0,4.0
818,1891.0,8.0
819,1899.0,17.0
820,1901.0,12.0
821,1906.0,7.0
822,1911.0,9.0
823,1913.0,8.0
824,1917.0,18.0
825,1918.0,25.0
826,1924.0,13.0
827,1927.0,12.0
828,1929.0,20.0
829,1932.0,9.0
830,1937.0,7.0
831,1939.0,9.0
832,1940.0,7.0
833,1941.0,4.0
834,1942.0,10.0
835,1943.0,17.0
836,1947.0,7.0
837,1950.0,22.0
838,1951.0,18.0
839,1952.0,12.0
840,1953.0,5.0
841,1955.0,13.0
842,1958.0,8.0
843,1961.0,16.0
844,1963.0,16.0
845,1965.0,17.0
846,1966.0,10.0
847,1967.0,14.0
848,1968.0,8.0
849,1969.0,14.0
850,1970.0,10.0
851,1973.0,10.0
852,1977.0,8.0
853,1981.0,16.0
854,1984.0,8.0
855,1987.0,14.0
856,1988.0,20.0
857,1991.0,13.0
858,1993.0,6.0
859,1994.0,28.0
860,1995.0,14.0
861,2001.0,6.0
862,2002.0,12.0
863,2004.0,16.0
864,2005.0,26.0
865,2006.0,7.0
866,2007.0,6.0
867,2008.0,14.0
868,2009.0,6.0
869,2012.0,4.0
870,2013.0,10.0
871,2016.0,19.0
872,2017.0,4.0
873,2018.0,12.0
874,2019.0,21.0
875,2021.0,14.0
876,2022.0,6.0
877,2027.0,9.0
878,2030.0,3.0
879,2031.0,5.0
880,2032.0,3.0
881,2034.0,7.0
882,2036.0,6.0
883,2037.0,14.0
884,2039.0,15.0
885,2041.0,17.0
886,2043.0,9.0
887,2044.0,13.0
888,2045.0,18.0
889,2046.0,6.0
890,2048.0,12.0
891,2050.0,21.0
892,2052.0,12.0
893,2053.0,9.0
894,2054.0,11.0
895,2061.0,8.0
896,2062.0,14.0
897,2067.0,11.0
898,2068.0,17.0
899,2069.0,13.0
900,2073.0,6.0
901,2075.0,3.0
902,2076.0,8.0
903,2077.0,15.0
904,2078.0,6.0
905,2080.0,7.0
906,2081.0,7.0
907,2082.0,7.0
908,2087.0,6.0
909,2093.0,11.0
910,2094.0,10.0
911,2098.0,9.0
912,2110.0,8.0
913,2112.0,23.0
914,2113.0,7.0
915,2115.0,11.0
916,2121.0,28.0
917,2123.0,7.0
918,2124.0,6.0
919,2125.0,14.0
920,2126.0,10.0
921,2131.0,10.0
922,2132.0,13.0
923,2133.0,8.0
924,2138.0,15.0
925,2146.0,22.0
926,2148.0,5.0
927,2150.0,23.0
928,2151.0,19.0
929,2157.0,11.0
930,2158.0,1.0
931,2160.0,6.0
932,2162.0,3.0
933,2166.0,28.0
934,2168.0,21.0
935,2169.0,12.0
936,2171.0,17.0
937,2172.0,10.0
938,2173.0,14.0
939,2176.0,11.0
940,2178.0,8.0
941,2179.0,9.0
942,2181.0,9.0
943,2182.0,10.0
944,2183.0,18.0
945,2184.0,7.0
946,2186.0,7.0
947,2187.0,17.0
948,2197.0,5.0
949,2199.0,8.0
950,2203.0,7.0
951,2204.0,11.0
952,2206.0,16.0
953,2208.0,11.0
954,2209.0,11.0
955,2212.0,10.0
956,2214.0,6.0
957,2217.0,13.0
958,2218.0,9.0
959,2220.0,6.0
960,2223.0,6.0
961,2224.0,7.0
962,2225.0,12.0
963,2226.0,8.0
964,2227.0,12.0
965,2231.0,11.0
966,2234.0,7.0
967,2235.0,3.0
968,2237.0,18.0
969,2238.0,14.0
970,2240.0,6.0
971,2241.0,13.0
972,2243.0,27.0
973,2247.0,5.0
974,2250.0,10.0
975,2252.0,13.0
976,2255.0,14.0
977,2256.0,8.0
978,2259.0,10.0
979,2261.0,13.0
980,2266.0,11.0
981,2267.0,13.0
982,2268.0,6.0
983,2270.0,3.0
984,2272.0,6.0
985,2273.0,1.0
986,2274.0,4.0
987,2277.0,27.0
988,2286.0,6.0
989,2288.0,3.0
990,2291.0,12.0
991,2295.0,3.0
992,2298.0,9.0
993,2299.0,5.0
994,2300.0,11.0
995,2301.0,11.0
996,2304.0,8.0
997,2305.0,13.0
998,2307.0,13.0
999,2309.0,8.0
1000,2312.0,6.0
1001,2313.0,5.0
1002,2314.0,7.0
1003,2315.0,4.0
1004,2318.0,9.0
1005,2322.0,23.0
1006,2324.0,9.0
1007,2327.0,8.0
1008,2329.0,4.0
1009,2330.0,6.0
1010,2332.0,9.0
1011,2335.0,24.0
1012,2336.0,9.0
1013,2337.0,25.0
1014,2338.0,16.0
1015,2340.0,5.0
1016,2343.0,13.0
1017,2344.0,14.0
1018,2346.0,14.0
1019,2348.0,7.0
1020,2349.0,11.0
1021,2350.0,13.0
1022,2353.0,5.0
1023,2354.0,16.0
1024,2355.0,20.0
1025,2361.0,3.0
1026,2363.0,9.0
1027,2365.0,10.0
1028,2368.0,9.0
1029,2370.0,5.0
1030,2372.0,9.0
1031,2374.0,10.0
1032,2375.0,8.0
1033,2376.0,10.0
1034,2378.0,6.0
1035,2380.0,16.0
1036,2382.0,17.0
1037,2386.0,13.0
1038,2390.0,7.0
1039,2391.0,8.0
1040,2392.0,10.0
1041,2394.0,6.0
1042,2395.0,9.0
1043,2402.0,24.0
1044,2404.0,2.0
1045,2407.0,8.0
1046,2409.0,7.0
1047,2410.0,6.0
1048,2411.0,9.0
1049,2412.0,8.0
1050,2416.0,1.0
1051,2417.0,13.0
1052,2424.0,9.0
1053,2426.0,10.0
1054,2427.0,14.0
1055,2430.0,13.0
1056,2431.0,16.0
1057,2432.0,5.0
1058,2434.0,18.0
1059,2437.0,7.0
1060,2439.0,12.0
1061,2441.0,4.0
1062,2444.0,11.0
1063,2445.0,10.0
1064,2450.0,16.0
1065,2453.0,7.0
1066,2459.0,13.0
1067,2460.0,7.0
1068,2461.0,11.0
1069,2462.0,7.0
1070,2463.0,13.0
1071,2464.0,12.0
1072,2470.0,17.0
1073,2472.0,7.0
1074,2475.0,4.0
1075,2478.0,16.0
1076,2479.0,5.0
1077,2480.0,9.0
1078,2481.0,3.0
1079,2486.0,6.0
1080,2488.0,9.0
1081,2489.0,9.0
1082,2491.0,17.0
1083,2492.0,17.0
1084,2493.0,7.0
1085,2499.0,6.0
1086,2503.0,7.0
1087,2504.0,24.0
1088,2505.0,5.0
1089,2506.0,18.0
1090,2509.0,21.0
1091,2511.0,8.0
1092,2519.0,6.0
1093,2520.0,6.0
1094,2521.0,9.0
1095,2523.0,16.0
1096,2528.0,12.0
1097,2529.0,17.0
1098,2530.0,10.0
1099,2532.0,9.0
1100,2535.0,10.0
1101,2536.0,11.0
1102,2537.0,6.0
1103,2538.0,16.0
1104,2542.0,7.0
1105,2547.0,6.0
1106,2556.0,16.0
1107,2557.0,4.0
1108,2560.0,8.0
1109,2561.0,11.0
1110,2564.0,4.0
1111,2565.0,12.0
1112,2568.0,8.0
1113,2569.0,30.0
1114,2576.0,3.0
1115,2579.0,30.0
1116,2580.0,9.0
1117,2585.0,9.0
1118,2588.0,19.0
1119,2589.0,8.0
1120,2590.0,10.0
1121,2592.0,21.0
1122,2598.0,4.0
1123,2599.0,6.0
1124,2600.0,23.0
1125,2602.0,5.0
1126,2603.0,8.0
1127,2606.0,12.0
1128,2608.0,4.0
1129,2609.0,10.0
1130,2610.0,7.0
1131,2613.0,9.0
1132,2615.0,21.0
1133,2617.0,18.0
1134,2619.0,7.0
1135,2620.0,5.0
1136,2623.0,6.0
1137,2625.0,7.0
1138,2627.0,7.0
1139,2628.0,9.0
1140,2630.0,2.0
1141,2631.0,13.0
1142,2632.0,11.0
1143,2637.0,0.0
1144,2643.0,8.0
1145,2644.0,19.0
1146,2645.0,10.0
1147,2646.0,12.0
1148,2649.0,5.0
1149,2651.0,14.0
1150,2655.0,15.0
1151,2663.0,13.0
1152,2666.0,10.0
1153,2668.0,20.0
1154,2671.0,6.0
1155,2672.0,18.0
1156,2674.0,12.0
1157,2675.0,11.0
1158,2676.0,9.0
1159,2681.0,22.0
1160,2682.0,3.0
1161,2683.0,18.0
1162,2684.0,10.0
1163,2685.0,11.0
1164,2688.0,18.0
1165,2690.0,21.0
1166,2694.0,4.0
1167,2698.0,17.0
1168,2699.0,13.0
1169,2701.0,5.0
1170,2703.0,5.0
1171,2704.0,9.0
1172,2708.0,11.0
1173,2709.0,25.0
1174,2710.0,10.0
1175,2711.0,7.0
1176,2715.0,9.0
1177,2716.0,6.0
1178,2717.0,19.0
1179,2720.0,10.0
1180,2721.0,13.0
1181,2722.0,12.0
1182,2727.0,9.0
1183,2731.0,4.0
1184,2736.0,14.0
1185,2740.0,8.0
1186,2741.0,5.0
1187,2746.0,14.0
1188,2747.0,5.0
1189,2749.0,10.0
1190,2751.0,15.0
1191,2754.0,5.0
1192,2755.0,6.0
1193,2756.0,2.0
1194,2758.0,17.0
1195,2762.0,6.0
1196,2765.0,12.0
1197,2769.0,9.0
1198,2771.0,19.0
1199,2774.0,3.0
1200,2777.0,10.0
1201,2779.0,12.0
1202,2785.0,11.0
1203,2792.0,5.0
1204,2793.0,11.0
1205,2796.0,28.0
1206,2797.0,23.0
1207,2798.0,19.0
1208,2799.0,6.0
1209,2801.0,3.0
1210,2804.0,21.0
1211,2805.0,8.0
1212,2808.0,12.0
1213,2810.0,7.0
1214,2811.0,10.0
1215,2815.0,15.0
1216,2816.0,21.0
1217,2817.0,10.0
1218,2824.0,11.0
1219,2826.0,8.0
1220,2828.0,9.0
1221,2836.0,6.0
1222,2837.0,6.0
1223,2840.0,8.0
1224,2842.0,5.0
1225,2843.0,9.0
1226,2845.0,9.0
1227,2849.0,25.0
1228,2850.0,11.0
1229,2851.0,22.0
1230,2856.0,6.0
1231,2859.0,12.0
1232,2860.0,3.0
1233,2862.0,3.0
1234,2863.0,3.0
1235,2865.0,8.0
1236,2867.0,8.0
1237,2870.0,27.0
1238,2871.0,5.0
1239,2873.0,8.0
1240,2876.0,10.0
1241,2878.0,9.0
1242,2880.0,8.0
1243,2881.0,3.0
1244,2882.0,15.0
1245,2884.0,19.0
1246,2887.0,4.0
1247,2888.0,14.0
1248,2889.0,10.0
1249,2890.0,9.0
1250,2891.0,10.0
1251,2893.0,12.0
1252,2898.0,20.0
1253,2909.0,8.0
1254,2911.0,19.0
1255,2912.0,12.0
1256,2915.0,9.0
1257,2922.0,9.0
1258,2923.0,9.0
1259,2926.0,8.0
1260,2927.0,11.0
1261,2938.0,12.0
1262,2939.0,2.0
1263,2941.0,24.0
1264,2942.0,16.0
1265,2943.0,13.0
1266,2945.0,13.0
1267,2946.0,12.0
1268,2949.0,6.0
1269,2952.0,10.0
1270,2953.0,8.0
1271,2955.0,1.0
1272,2958.0,7.0
1273,2960.0,6.0
1274,2961.0,12.0
1275,2964.0,21.0
1276,2965.0,12.0
1277,2966.0,9.0
1278,2967.0,23.0
1279,2968.0,12.0
1280,2971.0,10.0
1281,2973.0,12.0
